GivenName,Surname,Birthday,uid
edward,guidry,9/15/1976,85408
david,knotts,2/21/1945,90047
jacob,hair,7/30/2001,5850
andrew,mckeown,10/23/2000,80714
lawrence,naquin,10/28/1986,15782
howard,bourque,2/28/1980,44416
ronald,bushee,7/26/1954,54848
salvatore,calderon,1/24/1968,73963
booker,vaught,4/23/1937,81920
maureen,basso,12/14/1940,17122
sylvia,waters,11/26/1980,69117
anthony,bodiford,9/20/1951,15725
leonore,eastham,8/16/1937,61637
joshua,mcginnis,3/22/1995,83915
beatrice,schmitt,5/1/1974,7445
kenneth,seiler,10/15/1938,30084
lynnette,marple,8/28/1970,94766
lloyd,mancuso,5/20/1947,25103
jessica,hite,7/6/1991,40360
lauren,knutson,7/30/1951,36316
travis,guillen,3/20/1995,8340
ashlee,fyfe,1/22/1990,5450
carissa,hammonds,10/27/1995,85209
georgia,upchurch,9/16/1971,70302
francisco,filkins,2/27/2002,47106
kenneth,lathrop,1/28/1969,23612
rose,gump,5/13/1949,73578
andres,cook,10/28/1973,24983
stuart,partida,7/18/1950,70311
catherine,mccaulley,4/22/1949,41238
dorothy,bowers,9/30/1939,51338
johnny,brun,9/13/1983,63743
jeffie,hull,1/16/1938,28500
dorothy,knotts,12/18/1944,64324
benjamin,bigham,3/29/1964,18774
timothy,aguilera,12/14/1941,99716
steve,box,7/26/1950,65968
beulah,mcqueen,7/23/1938,59162
jeffry,mccown,6/18/1944,25625
thomas,baldree,9/14/1960,14243
jonathan,perdue,4/21/1968,74036
dorothy,leduc,11/26/1989,65613
alicia,gooch,1/24/1983,41895
kenneth,schwandt,8/27/1959,85949
margaret,calles,6/15/1972,49761
louise,sleeper,2/16/1994,87000
maricela,foltz,7/1/1938,70220
mitchell,trower,8/17/1965,32464
deborah,peacock,11/26/1977,11313
ashley,criner,9/6/1965,39680
leonardo,shearer,4/1/1943,45938
thelma,winders,6/27/2000,33573
thomas,rumbaugh,9/20/1958,90229
agnes,newbill,6/24/1995,62903
rebecca,occhipinti,7/29/2002,85822
william,diebold,7/27/1963,83187
luther,sacks,6/27/1989,97232
theodore,sprouse,5/28/1983,27672
carlos,reimer,7/27/1973,72982
cynthia,loftus,7/21/1986,64081
jeffery,alcock,5/30/1951,82567
loretta,machen,5/3/1951,52041
shirley,grooms,8/28/1945,3386
andrew,fullilove,1/4/1976,91039
franklin,zeigler,5/10/1995,95480
deborah,huddleston,11/28/1966,48341
virginia,shapiro,2/25/1978,39036
dorothy,vidrio,7/28/2000,27570
beatrice,skillern,4/18/1945,10667
sallie,cobbs,9/5/1973,87949
shirley,knutson,5/12/1938,23761
constance,cummings,11/28/1956,25519
frank,burks,4/22/1992,97662
eugene,haman,9/22/1990,47615
timothy,morin,1/29/1938,42140
florence,benavides,2/3/1968,75214
steve,mccomas,3/18/1996,73858
