GivenName,Surname,Birthday,uid
mitchell,cloutier,2/1/1970,14876
jorge,arroyo,3/10/1999,51874
nanette,brackin,12/15/1964,80867
louise,hurwitz,3/19/1940,49623
katharina,cockrell,3/31/1983,42354
caroline,catlett,10/2/1951,42361
darnell,weiss,8/20/1944,51480
jacalyn,glass,6/23/1967,80566
cameron,fleckenstein,6/28/1955,59126
sarah,durst,4/15/1968,40216
anthony,small,9/28/1978,90862
marcia,hopkins,1/13/1993,11523
amanda,busby,10/25/1957,59560
william,banker,12/23/1955,89504
dorothy,seal,3/18/1973,86657
raymond,maples,2/25/1956,50538
frankie,lalonde,2/13/1967,44927
courtney,bowker,5/20/1971,56868
michael,pesce,6/29/1951,21507
jason,slocum,8/9/1979,42456
gladys,sarratt,10/15/1960,34434
patricia,stauffer,7/22/1962,93296
charlotte,houghtaling,10/31/1982,65838
fredrick,passmore,6/20/1969,55392
bennie,doby,8/12/1980,97208
henry,trout,6/20/1965,41453
rodolfo,leong,9/17/1939,5487
teresa,murchison,1/23/1951,50762
bernice,segura,1/4/1986,12136
porter,poore,12/30/1975,95696
aurelia,lohr,7/14/1996,52288
juanita,sperling,10/14/1988,42194
beatrice,yowell,6/15/1998,99929
richard,vigil,2/24/1980,89855
christopher,petry,12/18/1940,99335
edward,larimore,8/10/1988,63592
jeffrey,jang,4/15/1998,59247
gilbert,brun,7/19/1937,99146
pearlie,mcnally,10/29/1954,19527
melissa,ledoux,1/27/1957,12907
bernice,isaacson,6/23/1949,39452
melvin,pooley,9/16/1949,4431
jordon,cheung,8/3/1937,78364
benjamin,starns,2/10/1962,58538
patricia,toole,11/25/1969,10862
lakenya,adcock,3/7/1948,79968
stacie,varela,10/30/1954,38686
charles,mcdorman,3/25/1976,55062
mabel,zehnder,10/14/1976,45154
alexander,valenzuela,11/25/1953,17453
willie,aguila,8/13/1993,17679
sharice,stout,8/26/1990,66325
isaac,pinson,2/28/1983,46877
verdie,longo,2/16/1993,67648
audrey,bays,12/18/1968,15882
tiffany,holtz,1/16/1983,98413
carolyn,feist,11/29/1973,68376
deborah,morin,9/27/1966,1844
howard,deas,3/25/1952,51793
gertrud,hambly,10/13/1967,1977
dorothy,yoder,12/15/1948,93058
craig,hahn,4/1/1984,99524
cassandra,eslinger,7/17/2002,26800
michael,bostwick,12/25/1948,63314
janice,newbill,7/25/1988,84874
steven,barbour,3/1/1997,33326
phyllis,pickett,9/10/1940,19969
patricia,auger,12/24/1972,12003
joshua,scotto,8/10/1940,11883
margarette,hammon,8/16/1957,49591
christopher,atkins,5/10/1997,38993
andrew,keown,3/15/1995,97391
scott,drown,10/16/1962,8904
arnoldo,gilmartin,12/27/1940,19479
rosalyn,bunch,6/22/1969,3113
herman,boyle,2/27/1990,76133
timothy,arroyo,12/16/1954,57620
