uid,identifier
95855,megannoble12271984
81944,paullangley9101962
38602,eddieswain3201962
3490,wandaphillips10171984
81343,ritabaker1281969
33636,raydorman4281954
72474,michaelparr6151977
57392,earlstoney5281943
78471,robertmoss2271950
30330,carrollwilson261994
91122,johnsiecallahan5181965
11975,mariahutchison231953
40645,edwardjackson2231981
2411,helenclay3181950
90261,robertlyle811950
1682,fredasmith4221958
20610,dianereavis8121997
17176,hildagiesen6251943
32856,judepagan4241983
89504,williambanker12231955
89939,debrataylor4151993
90218,josephbrown231965
17522,edwardhill6171955
82013,robertshay3151937
77657,williamsmith10171984
65682,elaineburton4201977
44927,frankielalonde2131967
45646,kimberlygraham3221998
46723,ambermock2231937
49366,christinemiller631950
22692,hildadennison351964
7047,noragillon6271998
13180,ritaharvey711970
5048,peterammons3251940
47545,annaroberge391940
56421,elmaevans4221966
4936,keriaviles411952
9207,boydwhite3251992
6584,stephaniebrown6231987
81541,amiehandy1221990
66592,janemarino11241969
44303,patriciawayne781997
58589,josewilliams12251983
47689,billyflores5241946
584,jackandrews4151979
14508,joyceschell671941
39142,johnpeters4251986
97202,danielthompson5201989
51350,dennismitchell3271943
69992,lorenbower10281977
2616,larryjoe911974
46142,lynellshirley781982
27148,jasongill1181977
97208,benniedoby8121980
85862,marydavis1171980
80295,cathywilson10221979
35605,jamesparker7121938
81310,elisedivers8311945
91785,aracelilass8271983
22140,juliansmith1171959
62245,joshuahowe1141963
29472,jillho1101938
66445,chadsmith9281943
72323,juantate8241992
12803,davidsmith4291946
59749,chandrascott1251998
65799,toniarundell241993
46301,carriebolin1181942
1461,johnwallis1241960
99757,annchilders4261949
7822,benbingham12251997
47007,waynelambert4301950
29900,alfredmckee11201943
73347,williammattson8131979
94157,josecesar3201941
24081,clintonross8201949
9462,gracetownes271951
4749,willierich1281949
46135,josevaughan1021958
37800,dalehinson4181966
85141,marieray1081963
74794,annieclark8241983
20018,sarahbowen1241953
20589,ralphapel1141995
45465,raymondowens2251938
93954,janaburks4131958
59675,johnburns1281950
69637,danielminter1122003
18881,annefield4211962
97742,gregorythompson5171990
13826,lauraconway3201992
44687,davidwhite451965
20952,joseferguson211996
53951,janewooton4151972
83182,robertsmall1171944
58185,jasondavila1041965
14250,lowellthomas2151977
40048,jamesbaker8151969
86242,songalvan331966
32516,briantucker5101946
64907,arlajones1011962
20810,phyllisowens7121963
44783,judithbrown811994
11059,gailtoney5131960
59242,jakerainey12181970
81434,robertdavis4251966
27643,laurahooks241947
14970,brianbird12201988
55142,dawncole6151968
40378,donaldtate8101943
64285,evabrown10131975
57319,rogerreynolds391966
13316,rubyjones4101947
49311,garyellis6181953
13533,lorettalange4221966
25822,erichale11201995
56410,maryhalton1101967
34272,jamiebonnell1011965
52298,anitamay1101979
23891,jameswoods2201967
88996,rickylove4171943
98859,jankearns351966
79475,natashadunn12201994
8118,francisclemmer6231937
99756,briancollins8201955
24806,williamcarter6271972
80540,hollyowens3181995
5037,harlanjones1131994
69805,robertsmiley221940
78448,donnagoode431987
51543,cynthiamack12211996
55670,markmiller7221996
7749,irenebutler622003
63699,richardhinds4261993
17956,janellbolinger831969
29348,nancybaker8271954
79863,lindaflores5231966
19167,christiegorman11271943
68424,jodyflores1281993
38698,michaelwilson8261966
11954,bridgethunt511980
39148,yvonnemorris781938
34476,markmiller10241973
1652,irmaburke10161938
53142,donnalewis3251955
8740,davidlowe4181964
36076,harryfoster9171984
42157,ethelperez7311980
17719,eddiehomes7101967
27883,charlesrico1192002
22512,samanderson8211959
76307,shirleyfoster9251943
86451,maryhamilton8211985
67035,jeromemiles122003
10214,marywilson12171969
8749,jondavis12261950
30992,josebetts221944
92746,sandrawilliams5181950
5215,carlsmith12291963
42339,jameselder12211976
82672,leonhayes10121969
6020,marycummings3271988
25530,walterrodas8261984
86528,adaburgess5311943
70402,terrimills7181996
72039,donaldford2271987
61709,thomasmckinney12211984
5631,homerallen6181944
8089,timothyspence1281979
44022,lilachen1261939
12134,jasonlutz1221939
47664,marlenehicks3201994
8608,ericajones5201954
71638,loisbrown7131967
8910,williebarnes7181994
42107,robinellis8141953
29028,coreyholt12231969
85571,charlesbeals2211954
40953,teresarush8211959
56787,lenarobison12251967
39556,larrygriner1161948
58196,henrybrown9261957
73767,robertallen3151983
6410,evelynwilson5161943
69265,johnwalker12261988
18519,amystokes8141973
99208,jeffreysmith10241973
55121,brandywilson9211970
66295,amelialeonard8171940
42452,jasonberry1211967
56239,anitakail11281979
25194,burtonholloway12261974
66710,patriciagary2211953
55728,johnmanley6171955
54974,shawngilson5201942
83834,jeffevans5291967
6869,carlossmith9281974
4869,cheriatkinson251976
9015,joelbarron3241952
44412,donnawiles631988
15411,josephtriche8311997
53257,jamesmullins6121947
82077,rayburnett12241990
85450,deansmith8161955
65546,josecallahan5221985
26685,lenavaughn8221954
44803,leonarddavis1251990
13408,danielowens421976
19169,renalong10131968
38967,kathryndavis4101955
87616,mikewalsh8311954
59884,phyllisoverton7151960
24769,estellacurrey10131945
86529,kendracadet1261949
77756,evancurtis652002
98197,timothyjones351966
28352,sherryseaton4131989
28660,kylecarr481937
45610,henrypan7121970
44925,michaelgray1261937
31622,joshuadodson831937
96095,jamesmitchell1151979
69097,dougrose2281976
33201,marcusmeyer11221948
28991,robertrussell1211995
6810,davideaton321959
84034,adajones3311956
35550,billycross2281944
25693,willywatson4221937
27082,thomasrico1021986
77334,josephinevolpe1251966
34431,brendalear9201974
45540,davidlewis6131970
65763,rogerwise11221987
5872,jefflynn151949
94441,vickimoser1011984
52778,joserichardson6271996
63700,lisalong1281950
5115,wandahaley261976
35989,kevinortiz1122003
79436,jasonkemper371968
77733,branditorres5241978
67959,andrewcephas1121965
94134,kevinnash10211953
23752,richardthompson7101997
47406,joyceroot5291946
