uid,identifier
92949,johnpierce1141993
35959,brianhavens8301947
20600,daynalopez6261954
43319,irenethomas10151964
28376,carolyngray11221989
83457,tonylewis3241988
40901,andrehughes6131997
20205,bonnieramirez6101954
49341,annsewell11241956
76518,willielyons3171944
89217,earlsanchez12231958
33604,lindanestor5101997
2109,waynemoore5281953
98604,stevedale1171994
4554,tonyhurley11271944
87328,alfredowhite11261988
55648,johntucker5161959
86949,patarce5231957
12870,helenamartin7231982
96483,johnlucas1281969
97348,richardmoore811948
62249,josephowen1281963
12364,joseaguirre8101965
83314,larrysmith10161952
52191,johnsmith8311944
21997,celiasmith8311965
47746,earlmoss8301992
20314,josebolen4151943
30059,tedmiles4281978
10147,gaylach1011944
39879,camilleburton3261979
2377,danielhodges911984
82854,shellysilvey12201967
