GivenName,Surname,Birthday,uid
chester,mayhall,7/31/1963,51379
irene,schrock,3/24/1988,29341
russell,coggin,1/10/1940,81053
leonore,eastham,8/16/1937,61637
dwayne,adcock,12/18/1994,10153
jacalyn,peacock,11/24/1974,35939
rebecca,cushing,9/16/1964,22397
dorothy,knotts,12/18/1944,64324
belinda,rountree,4/10/1958,32355
tommy,busch,12/20/1991,66011
benjamin,bigham,3/29/1964,18774
tommy,neufeld,9/15/1990,91606
latasha,franks,5/27/1954,51123
geneva,schuster,5/20/1954,91752
moses,vigil,5/1/1941,39468
mitchell,trower,8/17/1965,32464
kathryn,strong,3/24/1942,84042
howard,bourque,2/28/1980,44416
pat,febus,9/28/1963,84210
charlotte,whitlatch,11/24/1986,34607
theresa,saucedo,7/16/1953,67045
alberto,milne,12/17/1968,47189
catherine,leclair,1/28/1939,66888
