uid,identifier
68130,dannyhooks4271993
59620,jackiegriffin4201965
87591,jeffreymoon321986
81784,larrysmith10201973
94579,sharathiede181993
67781,ivancruce5201958
3876,bobbygreen1021996
25693,willywatson4221937
57906,bettymoore921982
58526,marycollins4271996
40979,maudiebrown7181963
18100,michealperry1021959
47611,russellsmith9161980
69007,michaelyoung8261985
30410,nathanielmeyers541980
26927,bryceheard12271943
20269,jamesmullins3161958
98141,janetellison4142003
37214,sandramitchell4181945
68323,albertsoto10181952
4829,marymills8151996
59648,andrewray6151986
21467,paulbutler12251940
17987,tommunden4221950
60328,alicebrown10301996
97232,luthersacks6271989
80055,willieeady12241983
73742,johnnieschafer12311968
85455,marthawinters8121996
47049,kevinstandridge12141955
73852,connieduncan521957
93360,marygallion321956
13582,joanpowe7161939
45982,janetsharper261973
70466,earlallen9131970
24582,davidwaldron731938
58621,josewilliams10141956
19096,joannemartin1221990
38447,davidmartell12261984
87759,johnmclaughlin511954
50306,minnieparry2151968
93984,beatricesalas8161987
21612,charlesnash11261943
6243,janemoen721993
21389,mitchellharris10301966
30992,josebetts221944
15589,marthabean9161973
30331,fredeichhorn8171955
7379,roysmith11251983
44548,mamielopez6281957
68389,sharonmeyer4291960
88492,marychong211987
72007,katiecolucci1211968
99491,alicehardie9121983
42628,debrasheely5181943
10153,dwayneadcock12181994
62339,kaynunez5121954
66847,jamessmith9241950
62579,verlinematheson1161950
22330,lauragilmer4131980
13564,lylesweatt1131994
24825,aaronmiller7121973
30187,joanhill2181959
81665,brandoncobbs951946
67311,robertsimmons5301948
13771,kelleyknight1171968
895,carljones12231993
70483,laurabrown8101993
46647,thomascole4261997
57597,bobbyharms821954
75813,erichowell10261974
64496,amberburns3261941
35851,rogersmith161957
46075,ronnietoler10211997
60214,williammarks4281952
44462,gladychavez2151983
10517,orenweber3201989
29833,cathysnead1231997
16115,angietaylor12101958
65928,marvinkester4281989
98859,jankearns351966
25124,melodyboos11241939
26417,rebeccamills6231957
82540,marydodds3271958
34755,ericarendon7221954
95468,norawalton411990
54072,lindatanner1221970
95956,samueldry1121959
27117,patricksmith10221937
3321,robynloucks3201974
95382,sharonmccoy9241977
62063,tracierowan2211937
81917,daviddennis131960
83915,joshuamcginnis3221995
96150,judybarrett9121950
63700,lisalong1281950
69432,dianecortez8231945
89445,lianeforrest12231973
78470,louisemartin6251990
31416,mollyfowler351957
41710,cherisemcconnell511988
25232,tarawalden2211998
85451,robinpeery1011973
33561,mariemohr5141996
26650,noravega12211977
62335,davidheins5211964
49341,annsewell11241956
90440,evathomas9161982
2512,dennislee12131947
24055,michaellocke4101975
91289,janethamilton10311995
42099,susanpatton7241939
74470,gloriagray5231960
56073,eddiesmith781974
65337,jerryadams12281986
83483,marciamiller4101997
41856,kyleclymer2151972
32359,bettyriggs3121946
34456,idabanks12201962
71081,ashleyhoughton4261955
15984,dianebaker8121996
86851,deweywright1281945
81653,carollowe3141998
78144,kathyjones8131965
2782,marshapoynter10251993
8868,juanhott411975
19421,leodeason741989
24741,johnmiles3251954
46662,johnalvarado10241997
7265,johnmoore1081975
82245,dianefinley1211970
90860,andybrown7101972
55717,williejohnson521940
68869,braddavis8121983
35042,krystalevans12181943
48202,williamcarter5311939
2109,waynemoore5281953
61550,cindysmith11201979
59568,pamelacorbett511986
38440,julietaylor6201981
86909,josemartin7291968
16691,jeffreyrice721938
49078,douglaswaterman7201954
77993,shawnsmith9181970
4082,marthacasey4151990
55071,lauralehn521949
77838,nancyholmes10131944
65934,williambiggs12151979
14859,anapope10311977
4554,tonyhurley11271944
87328,alfredowhite11261988
86575,marcellaford1211948
28878,ryanhurtado8281973
92192,ruthmoss12251973
7440,juanitawalker511942
33498,jameshatcher2141979
13737,michaelpayne6201953
78785,reneemurphy6241965
92372,peggyrobin8231997
32493,jackiewagner8261966
1133,josebadillo12101953
92001,lenaross3171968
42937,joelpatterson1221957
78394,michaelwiley7251967
27830,roygrady3151986
53348,justinrose1261997
59943,debrajames4201955
43691,davidstaples711956
27728,jamesweinman1221995
55205,robertwilliams7301943
63664,tinalewis181956
77852,jackielong12271970
92778,nancyfields7241960
99523,jennifergoodman1221991
969,terrysantos4101998
4309,billyanderson5121950
90396,maryjohnson7151969
46158,careywatson10231985
51541,wendyvaldez911974
16529,jessicaritter171954
93809,stevebaker511960
18756,lindawray10131985
14735,jamespollard7141989
28421,janeadair9231958
65778,charlesmckay4251968
83906,annewillis2281967
15757,cynthiacaton921987
30053,marthastaggs611962
31234,dantecooley521972
52835,anamatthews411937
15187,kirstinallen12271947
20620,charlessmith1161940
84673,kellybusse2171939
43169,angelinaperry5251990
23816,dennismckay3121950
20610,dianereavis8121997
47872,kylejohnson5101989
64517,arthurdaniels421979
18263,thomascamper221940
74868,evelynhall7231968
23497,maryholiday11261958
55786,ronaldolsen511987
95545,ellawright5201998
62158,coreywilliams251996
37791,garyhall611969
78756,thomasgreen8241964
92743,lynnfoley3301992
48743,michaelleone5261967
47406,joyceroot5291946
98367,larrypeden3291988
35550,billycross2281944
95038,davidscanlon611994
12364,joseaguirre8101965
35770,manuelrios9161955
58300,christinamoran9301978
83195,shawnfoley231944
9938,darrensias7211997
14932,elkeshaffer11251963
45124,lioneledwards12171989
92753,judynorth1131976
92002,perrynealon311952
6052,leebroadway9131944
47469,thomasivey6271989
61714,samuelcyr332001
22529,susankelly1021959
54187,shandawoods131940
23833,darlenerice3201946
