GivenName,Surname,Birthday,uid
david,negri,2/13/1939,33408
juanita,altman,11/25/1992,78152
tabatha,rasmussen,4/10/1983,77067
herbert,schultz,5/17/1945,17648
bonnie,meister,9/14/1996,59694
virginia,tibbitts,2/27/1996,40873
louisa,rosas,11/30/1948,12267
santos,marburger,1/24/1976,68864
arthur,barajas,7/5/1945,2414
francis,barlowe,5/10/1987,9700
frances,beckner,5/28/1992,97891
alvaro,mcgraw,3/14/1991,94445
ramona,wilcox,7/10/1947,15615
shirley,custis,6/14/1953,76422
eugene,fidler,1/30/1944,14088
louise,hurwitz,3/19/1940,49623
stephen,degraffenreid,6/19/1974,73597
kenneth,peacock,4/27/1995,9081
bennie,doby,8/12/1980,97208
thelma,small,7/24/1966,16199
david,gaeta,7/12/1970,79808
raymond,loewen,7/25/1960,71384
natasha,olivares,8/25/1983,5217
joseph,geiger,11/26/1976,74955
anthony,crook,1/8/1941,36678
jasmine,athey,3/27/1995,83903
russell,cannady,8/24/1980,22680
kimberly,karnes,6/19/1944,85500
douglas,kistler,1/18/1956,41249
nancy,saito,5/18/1969,9591
marilyn,hopkins,10/25/1992,89323
shirley,velasco,7/2/1986,48593
edgar,schmidt,4/17/1964,88131
ronald,walcott,12/28/1975,12165
norman,acuna,9/13/1982,30571
deborah,schiavone,2/25/1974,85568
andrew,keown,3/15/1995,97391
judith,schroeder,11/26/1973,91815
william,currier,1/23/1937,86848
adrian,whiteley,2/26/2000,63670
deborah,rew,12/18/1952,57986
bessie,hamblen,8/30/1959,95212
bradley,pena,6/20/1950,65957
youlanda,artrip,8/20/1962,98612
david,hooks,11/22/1944,98157
dustin,fonseca,9/29/1994,12540
darnell,weiss,8/20/1944,51480
sharice,stout,8/26/1990,66325
hortencia,labarre,3/15/1982,93608
ronald,croteau,11/23/1941,21856
adrienne,inglis,7/24/2002,39493
craig,munguia,12/15/1987,74481
dorothy,ebeling,12/14/1990,71557
leanne,hoskins,2/15/1950,17133
william,vazquez,11/20/1983,28698
jorge,arroyo,3/10/1999,51874
nathaniel,whitacre,2/26/1956,17489
benjamin,thaler,11/27/1971,38433
blake,feder,10/22/1951,29918
gerald,settles,1/28/1957,24356
betty,olmo,6/23/1978,37595
edward,moors,1/26/1960,10781
clarence,acosta,3/22/1972,99363
johnny,delgado,6/1/1953,50176
errol,robles,5/27/1968,99125
bernice,waites,4/6/1976,52938
elvina,duley,11/22/1984,62356
marcia,hopkins,1/13/1993,11523
bonnie,sisson,1/12/1941,87309
charles,mcdorman,3/25/1976,55062
kelly,baca,9/18/1940,66890
mercedes,lockhart,1/18/1961,42544
meredith,gonzalez,4/8/1944,22745
keith,coffey,5/17/1953,83094
francis,gonzalez,3/2/1980,83194
jerome,black,2/17/1980,14493
migdalia,rohde,2/6/1966,30405
eleanor,riojas,4/2/1958,96621
patrick,rothermel,12/30/1965,75429
kevin,crowe,5/28/1967,17560
phyllis,mahr,12/23/1999,95411
courtney,ball,11/30/1991,64747
nicholas,metheny,2/15/1986,64335
darrel,sauls,3/26/1943,50195
daniel,frye,5/20/1994,46432
wesley,vanzant,3/18/1961,96250
cynthia,shultz,8/29/1945,99282
nicholas,escobedo,8/23/1939,83683
catherine,stradford,10/25/1940,75906
marsha,acevedo,11/23/1994,619
henrietta,nevels,5/22/1973,77419
howard,deas,3/25/1952,51793
christopher,petry,12/18/1940,99335
daniel,wilke,2/19/1939,47968
william,babcock,10/10/1968,76985
timothy,locklear,2/14/1953,20585
bernice,blaylock,2/14/1976,19736
ronald,gallup,7/9/1971,1999
teresa,pilgrim,9/22/1982,73229
susie,delacruz,9/25/1966,53758
carrie,dahlquist,3/19/1966,15685
elizabeth,hussey,6/10/1978,5505
virginia,height,3/1/1955,66762
margaret,gooch,10/27/1938,17322
matthew,byrnes,11/20/1999,25616
clifford,heise,6/18/1976,64052
chester,mayhall,7/31/1963,51379
gladys,sarratt,10/15/1960,34434
nathaniel,graff,3/16/1968,37536
francisco,gooden,8/22/1942,33800
clara,reppert,12/17/1940,50879
wayne,bostic,9/10/1950,51544
charles,levay,3/23/1951,17632
arthur,stull,7/16/1954,34952
beatrice,salas,8/16/1987,93984
gertrud,hambly,10/13/1967,1977
kristin,lawing,5/29/1964,18906
tracy,rideout,2/18/1982,27218
brandy,hough,2/23/1995,87702
georgina,dresser,11/22/1981,31945
virginia,sterrett,5/23/1981,70042
susan,peabody,10/27/1981,52769
charles,couch,3/24/1954,83942
