uid,identifier
16017,bonnieweeks851945
88391,helenwiggins2251940
94807,elmerlyons4261966
49894,anahenry4171948
13315,catherinedesilva4121939
59916,donnasorrells4201989
45866,marshahughes8241992
40776,angeladoll1241976
12919,anitalewis561958
27197,russellhaynie4161987
10425,rogerking11251994
14577,brucedeleon8171969
67041,jillfowler8131978
45689,jennifersmalls5301997
18459,mariablocher5211974
71439,judylyon10251978
20407,sherrytilton5221968
56787,lenarobison12251967
33566,ceciliaposey1031980
45445,sylviacates6281977
88360,stephencrawford1131980
44782,susanking11261984
67676,juanabyrns1061979
92002,perrynealon311952
55247,jasmineflores7261937
6020,marycummings3271988
74985,stephenmanns2251985
62647,minastark5241974
52153,albertamorgan211972
96178,laurafleming1141959
50003,kylemccabe6181974
20896,maryspivey531966
38698,michaelwilson8261966
18126,johnlee3211937
32833,melissamarler521958
56364,davidgarza741959
5212,ettaeiland8311938
79032,patriciaegan9131974
98537,carolynbutler3271957
63367,deantaylor7141966
21071,annatorres10171960
15254,jamescase2171984
49165,katherineyoung8271959
87385,richardburton2151984
42874,johnmartinez11271983
92468,elsiewhite3241937
5959,dennisburrell1251990
62381,leomills5301991
1596,kevinmurphy6291942
86441,wandaperry3141976
17592,roberttaylor5181960
11238,maryclausen5201988
12377,charlesbrown4271983
87935,joycepridgen791975
97178,jamesbell11301945
7035,mistyjones10281942
4340,joyreid271942
10687,byronwelliver6171994
9356,michaelbrown6281948
52979,jackward3141956
72118,dannyloose3151973
94341,ritakelly12201940
96094,richardwiley9221985
67560,lancejohnson12231959
39277,stephentorres6151946
82814,anniejay281945
5689,joanallen671989
1146,dannymccluney8311986
79932,jamesharris3241955
11227,sarahsea6231958
18377,petrinacano10241992
52744,brandonjames11261958
19733,daleroe4131992
61724,brycecaro5291983
85736,edgarsullivan8231976
47362,celiaburns6151979
21855,richardboggs10141988
39988,ericmartinez2251996
27759,sandramathis1211953
67734,catherinelewis6151939
70790,johnprins671960
40199,maryfiedler531942
68333,donaldcarr3161978
75428,jeromeallen921978
6154,tracyharmon181943
27344,chassidyhorner5131978
47516,jonathanbaker12251993
25645,miguelgray1231984
46804,mikesearle261958
20305,peterschmidt10131958
40635,michaelgreen9201967
43900,marywhitten411964
84420,kimberlygibson6141982
59655,jessicacollier4121970
7981,ronaldstokes5261948
93954,janaburks4131958
13316,rubyjones4101947
71274,leehall2131964
72685,austinbelford10211954
84307,scottsmith11221948
48492,garylambert1221983
40851,johnparnell221941
58129,mikejones8291965
74206,berthanieto10131989
1745,marywiles2151978
75823,mikemorris10271941
1682,fredasmith4221958
49074,brucehill5141977
31100,garycox1241983
27207,jasonrodgers5201982
2023,thomasmchugh8231959
90188,jesusmcclain12281963
40528,dorothysanchez5141958
1093,jamesmorgan7221992
12297,kenthandy10211954
28437,jameshewitt1241988
63043,sarahlee10231956
63073,vancebell9201937
6174,jameswade851995
64637,johnslayton3261985
96402,joehenry8151982
30607,rebeccarollins8121947
18876,donalddube3221989
68464,chriscole811993
74605,saralane1211952
62690,angelicawoods3221966
80222,josephwills521991
91422,janetharden8101965
37907,josephwilson2251941
24404,jeffreyhines8221948
63375,jesseterry10161952
3834,dorissmith12241943
8935,edwinreno6271987
865,carolaustin6201971
10001,kevinwillett12261963
88636,seanwilkins3241945
12900,thelmahouse8221992
98846,johnthomas12271976
84034,adajones3311956
78600,jamesmink1292003
2001,williamsmith7211963
97233,angelaperry1241997
6018,kimberlymoss1021940
99372,raymondscott12201995
44898,dariogagnon6281958
2910,florcrowley7101982
10637,angiehooper8241946
56185,mariawood181967
69732,marydickerson9141952
75242,juanbingham10121944
32597,amypeterson11221979
3917,pamelatan7181993
88267,juliebeland511996
13455,ivafoster7251969
35823,geraldcrowe10281990
3247,annerincon5141995
88527,jesuswhitley3181940
54157,jerrymayes8211938
