uid,identifier
93305,dianamiller3301950
30055,evelynmorris6281953
84275,johnwade10161958
94081,marydoles221994
30897,curtissaucier7201942
57334,arthurlewis2251940
30268,larrysmith5101962
33810,marchale211988
74175,leeburke4291960
50598,melissabenton2101943
2754,oradenny7301997
94598,paulcortez12231979
58762,nicolemina11231958
26226,davidsanchez4151986
38063,ritamartinez171984
62643,morganeley5291982
40529,cindyford1231998
59059,jeffreythompson1171944
97004,juliannaakers10251968
90492,tonydeberry8101974
72937,brucescott9181953
82077,rayburnett12241990
81318,sallylauer4171960
41655,dianerye3291978
36590,christiegordon311938
62030,williejones6301948
40317,johnblair251976
70411,shirleydodd211962
63260,winniemayer10151996
16254,beverlymorin9131966
47996,paultreadway7221948
99837,mariondrake3121953
92019,theresehill11251993
74105,thedaurban6211950
55995,carolynchildress2241960
76715,alvinhayes1051993
171,erinlittle1211979
16112,rubymoore1121963
38015,joshuadawson9251986
31363,marvingrey711949
73178,olliethomas9231967
25822,erichale11201995
24937,karaholden1271953
89542,michaelmeyers2211944
11251,randydavis1211969
80270,williambaker12171995
46541,jamestran8231957
10304,johnnance9141965
36572,jangray12211937
52237,nadiathompson7231993
30822,jaybolden3101965
12417,cherylkinney7201955
21461,wendellbliss12291970
41510,lorilittle5141969
45792,lelanddavis261958
43442,reginadunton6211984
39649,johnweiss6252001
6321,garylemay10271994
66759,marymoore3221974
