GivenName,Surname,Birthday,uid
kenneth,shockley,7/12/1958,10341
william,getz,10/14/1958,32118
lorena,boese,7/12/1966,79929
billie,boutin,7/30/1974,6173
david,hamm,1/10/1986,15398
alexandra,rarick,7/18/1999,71647
gregg,babb,7/26/1986,3568
verdie,longo,2/16/1993,67648
mercedes,peters,2/16/1972,13962
kenneth,galasso,8/24/1993,72427
patrick,paulsen,9/23/1955,13391
catherine,voorhees,6/19/1938,72187
arnoldo,calderon,12/23/1966,3046
william,leiter,5/26/1945,2527
shirley,hook,5/18/1957,16255
samantha,defreitas,9/29/1994,24489
cindy,pruett,5/28/1972,46847
sidney,gardea,4/16/1959,89612
gerardo,vanallen,7/28/1978,64689
mathew,wall,1/18/1989,22955
jeffrey,sachs,4/15/1950,4063
jacquiline,wilcox,7/22/1966,49177
bruce,fryer,5/2/1992,54286
contessa,patel,6/13/1960,80144
russel,perreault,8/14/1956,45782
travis,allgood,11/26/1952,18048
susan,laprade,3/20/1969,66435
beverly,morin,9/13/1966,16254
brenda,krauss,10/30/1972,61831
geneva,schuster,5/20/1954,91752
carolyn,childress,2/24/1960,55995
edward,peavey,11/28/1943,68776
vickie,pickett,7/30/1970,34196
constance,howerton,8/17/1951,4110
melissa,jacobsen,11/20/1963,94282
mildred,rosenberg,5/13/1956,43476
nichole,weiss,2/13/1957,34442
denise,meadows,1/28/1947,4770
carrie,kowalewski,10/21/1955,59320
henriette,im,9/5/1992,29636
ruby,hakes,9/4/1945,15608
delbert,magallon,10/26/1991,75554
thomas,borowski,2/27/1973,77932
bethany,kohn,9/14/1972,76242
albert,barbour,1/25/1972,10535
dorothy,sorenson,2/27/1998,8312
regina,dunton,6/21/1984,43442
irene,heck,2/16/1998,66028
