uid,identifier
12335,rosalopez3241976
79434,justinglenn9211956
11394,normawilson5171940
53907,ronaldlee10171989
16949,adamakers2251981
77213,juliebryant1211964
46647,thomascole4261997
84965,troyshaner1231976
12736,saralaurie1301988
34755,ericarendon7221954
86949,patarce5231957
6550,charlesmack12131974
26213,donaldcollins7291960
56019,bonniefischer7251995
49229,jimmypeters921944
71036,marybolling10201994
13534,elizacarlton521995
44548,mamielopez6281957
75774,johnlester3311984
73858,stevemccomas3181996
66028,ireneheck2161998
6132,marialowe411954
312,lindacoleman3221976
44788,charlesmoran6241996
74650,linnielambert6261991
65616,eleanormackin2241944
17418,marybess3241971
53257,jamesmullins6121947
22700,johnbaker7241980
14309,dellaspivey8311982
47170,alanparker3211939
94116,karalewis12241946
51498,douglasho10131969
3594,charlesbrown11231994
5962,loriemerson8291965
40598,robertmorris6291958
88492,marychong211987
68112,jeanharris12291946
55162,ronaldmayes851998
35844,nicholasrace3251991
47689,billyflores5241946
6086,reneestinson7251983
51286,annieneal7231993
92369,marylewis1021987
61085,rebeccawilson4171959
73601,josearias3171980
67823,garytreat3251995
15760,jerrylewis121967
28500,jeffiehull1161938
58882,davidcaines4131972
1453,michaelarena1251967
76856,brendawilson12241996
52610,renedecker11201957
95183,elenaarthur9131977
7498,lindajackson10161984
13780,davidchung2161990
45481,jackiegiles12291943
72439,garywalter10181969
29913,charleskean10171954
27555,jameshoward7221966
79409,johnmoore11201983
56350,jamesreagan2171964
78236,elizabethwilson211967
6947,wandamoore161984
52386,stevenjohns12181943
90860,andybrown7101972
89856,debrayoung11221988
45207,stephenwilliams12181990
25232,tarawalden2211998
98181,rosesmith7261983
4554,tonyhurley11271944
22219,nicholasstaton3161949
42793,josephmiller7231953
70269,anitawells1241955
24825,aaronmiller7121973
97398,ramonhess9261953
80055,willieeady12241983
71481,davidhancock1221996
49039,joycepage1221960
78470,louisemartin6251990
68532,judithmoore1161959
