GivenName,Surname,Birthday,uid
marcia,hopkins,1/13/1993,11523
curtis,guillot,9/25/1971,38348
steve,mccomas,3/18/1996,73858
andrew,fullilove,1/4/1976,91039
brandy,masters,1/18/1983,98709
dorothy,vidrio,7/28/2000,27570
jeffrey,partain,1/1/1945,62201
kenneth,lathrop,1/28/1969,23612
timothy,hasler,8/22/1942,90658
stacey,spengler,1/14/1991,80579
shannon,nordquist,9/7/1979,57507
jennifer,minnich,9/18/1938,38798
moses,vigil,5/1/1941,39468
joseph,collado,9/27/1994,73654
david,knotts,2/21/1945,90047
brenda,horner,4/21/1989,81207
