GivenName,Surname,Birthday,uid
mitchell,vargas,10/26/1976,48215
christopher,slocum,6/19/1960,53673
james,vigil,8/20/1949,71314
brandon,morrone,3/24/1965,21342
darnell,weiss,8/20/1944,51480
jacalyn,glass,6/23/1967,80566
clara,reppert,12/17/1940,50879
errol,robles,5/27/1968,99125
andrew,recio,1/1/1949,5383
carolyn,petersen,5/28/1979,86963
catherine,leclair,1/28/1939,66888
vanessa,ousley,8/28/1957,50075
richard,breedlove,4/26/1973,84666
dorothy,seal,3/18/1973,86657
william,varga,6/3/1937,67679
latonya,heimann,4/29/1986,8816
margaret,villalobos,4/29/1978,18993
mildred,aldaco,9/22/1986,12365
charles,dressler,2/24/1974,17286
charles,wildermuth,4/27/1963,91911
fredrick,passmore,6/20/1969,55392
benjamin,thaler,11/27/1971,38433
bernetta,silverman,6/21/1967,5422
juanita,sperling,10/14/1988,42194
harold,soto,7/12/1946,35790
delinda,horning,5/10/1948,6836
gladys,davenport,8/22/1944,3843
louis,guion,8/9/1968,91728
gilbert,brun,7/19/1937,99146
pearlie,mcnally,10/29/1954,19527
arthur,stull,7/16/1954,34952
gregory,bechtol,12/17/1972,14
francesca,robles,11/28/1997,66653
francis,sholar,1/24/2000,31802
kelly,baca,9/18/1940,66890
lakenya,adcock,3/7/1948,79968
ruben,groce,11/24/1983,20529
aurelia,krause,4/19/1960,60365
loralee,cantwell,10/8/1985,69168
edward,carrillo,5/26/1967,34247
charles,mcdorman,3/25/1976,55062
virginia,towe,5/24/1977,81439
willie,aguila,8/13/1993,17679
isaac,pinson,2/28/1983,46877
charles,barrera,2/14/1964,20985
richard,westcott,4/28/1940,35385
margaret,birdsong,2/26/1980,62156
patrick,stern,8/14/1973,70621
jeremy,eisner,1/4/1983,40439
christopher,hight,8/24/1940,43387
carolyn,feist,11/29/1973,68376
howard,deas,3/25/1952,51793
edward,hancock,6/17/1980,69082
brian,helm,11/29/1987,24115
cathy,snead,1/23/1997,29833
scott,towner,6/29/1991,46379
cassandra,eslinger,7/17/2002,26800
wallace,orth,9/18/1947,38516
william,vazquez,11/20/1983,28698
steven,barbour,3/1/1997,33326
vanessa,combs,7/28/1990,114
phyllis,pickett,9/10/1940,19969
melvin,black,12/20/1965,14024
bernice,yelton,9/10/1964,88474
scott,drown,10/16/1962,8904
rudy,host,2/17/1992,74867
arnoldo,gilmartin,12/27/1940,19479
kevin,clowers,2/3/1956,47434
patrick,rothermel,12/30/1965,75429
denise,mckeel,7/29/1983,69657
krystle,moffitt,9/20/1958,35269
tamera,fitch,11/26/1974,99785
karina,pitts,4/25/1972,40775
esther,bays,2/21/1956,96964
loretta,mcphearson,6/27/1957,69062
nicholas,metheny,2/15/1986,64335
eleanor,mackin,2/24/1944,65616
jonathan,bernier,10/10/1963,56700
bradley,pena,6/20/1950,65957
carol,tweedy,5/26/1974,69233
richard,lundberg,7/23/1987,20006
elizabeth,hussey,6/10/1978,5505
francisco,gooden,8/22/1942,33800
christine,burgos,2/4/1951,88026
cathleen,haight,3/27/1964,3134
gerald,velazquez,4/16/1962,88445
karren,wilcox,7/24/1942,20284
deborah,portillo,5/24/1948,21721
rafael,spinks,1/30/1975,84385
nancy,bookout,2/14/1992,8175
myra,pitts,2/27/1945,96721
