uid,identifier
6928,robertdavila4251958
20432,saradavis5161978
47699,donnasmith711996
85765,pamelathompson2241983
25144,sharicosey12161938
71490,davidgray3281945
95348,theresamccord4161983
2411,helenclay3181950
6449,ralphames5241974
34864,gilbertsimmons6101937
39336,johnwoods8231964
2073,brianthompson1261943
82013,robertshay3151937
32860,oscardavis1031965
63043,sarahlee10231956
70803,melissakarl1121996
90399,timothysanchez5291945
88754,ethelbarajas3291947
10487,michaellee5171939
94378,larrynelson10251949
41356,marylawson3241988
64890,mariaallen8231965
81541,amiehandy1221990
6898,saradorsey1231976
18610,kevinlynch8211947
4879,davidking421994
32275,marydaniels9141980
79771,cathiemorgan161990
20102,edwinmiller7131975
97984,josejackson1231970
23592,danadorsey2271960
38250,onawilliams461950
95997,erintravis4201992
67339,leonashupe1021974
87262,sherryhillman10161995
54739,glendaponce1211944
52116,johnbussell2141998
79982,sarawendt4161940
95742,williamcarter1141990
11977,kaseymiller1131958
50998,michaeldavis9231988
47940,josephbell10201942
4580,donaldcook4252003
94449,erinhorton8161938
91678,theresawilliams2281994
94157,josecesar3201941
40282,johnsmart7211950
43333,dennissmith7161939
98925,cynthiaminor2201971
4749,willierich1281949
33950,roberthines10221966
58327,victorgodinez371978
37800,dalehinson4181966
85141,marieray1081963
32380,christopherhayes1011957
7303,garyhorn8201956
83752,nancylattimore4101988
59675,johnburns1281950
35397,arthurlopez7161972
74162,floydcrist7301958
18881,annefield4211962
96069,frankmiller5121973
83668,jamesstrong10161944
81876,taramay4271995
20952,joseferguson211996
42150,sandrapowell1011966
1839,sethmiller8131974
37237,sandrahunter4281937
90440,evathomas9161982
39025,patriciabrooks8101984
57129,marjoriesmith411940
59777,joshuapeterson1231952
18611,gladyspage651993
85164,lorettagee7261984
91805,donnamorley651976
24023,lindavega3171983
6147,andreawilson171956
1677,jamestravis8281975
25305,robedwards1121977
72194,steveholley3211980
3913,jaimewright731942
43945,cynthiagraves6241940
7881,annbarnett711957
39667,daisydell811979
49311,garyellis6181953
49020,anthonywilliams5221964
15457,louisking1121940
34272,jamiebonnell1011965
11958,deloressaver11201949
77901,joleenrichards211939
56028,deloresbarron4291945
65430,dianajones10241969
90971,eddieparks631943
6035,donaldtavares5231948
97178,jamesbell11301945
62069,jonswanner12251967
70621,patrickstern8141973
9319,dawnstradley11231946
87890,robertarenas7101945
35784,waynelyons10201949
48104,diegosmith161983
87344,erickelley2101954
4479,henrylloyd8231940
51793,howarddeas3251952
70610,gracekelly12281939
65955,deancarroll3271995
29833,cathysnead1231997
91534,deliabrown8101994
10004,jeanspeight1071959
82289,leelamar11221948
79863,lindaflores5231966
73162,jasonlyles311977
11820,scottbrown8271994
42248,brucekelly731978
38698,michaelwilson8261966
68389,sharonmeyer4291960
83028,paulromine10141959
17436,davidcarter12171950
18085,norasullivan8311948
57201,josephbarnes4131948
33326,stevenbarbour311997
34846,jessicabean351941
43816,robertcole4201955
86451,maryhamilton8211985
88474,berniceyelton9101964
10214,marywilson12171969
55985,lindawatson1261978
33884,johndaniel10311967
72451,marydavis7291945
97553,williejones7241978
616,sandrasmith3211939
98741,davidsmith8201997
46673,elishakee4211966
84679,brianwhite411976
47434,kevinclowers231956
46222,michaeljackson5221985
99543,helenmartinez1121949
32222,henrymorales10281975
5215,carlsmith12291963
24429,jillstevens2251997
56778,genevaroberts811937
56846,chrispoulos10151976
58157,lisacohen10131969
8089,timothyspence1281979
2126,donaldtaylor7251990
57696,janetthomas5241965
2304,marydownes361997
99785,tamerafitch11261974
8910,williebarnes7181994
107,irenemccarthy10241965
75242,juanbingham10121944
85736,edgarsullivan8231976
25329,lelamaloney721996
69889,constanceallen531939
23758,louiserocha1121979
40775,karinapitts4251972
96964,estherbays2211956
99995,angelamorris1051989
65749,stevetorres1251967
81049,sherisamons12211948
83483,marciamiller4101997
83550,loissmith1281964
13627,dannyhines1051939
27869,nathanielowen1231946
89542,michaelmeyers2211944
576,lindabirge2151963
24208,johnnyperry1051947
28637,johnwilliams8261941
7895,richardivey2211980
25989,patriciaowen341969
55121,brandywilson9211970
49165,katherineyoung8271959
42452,jasonberry1211967
56239,anitakail11281979
54974,shawngilson5201942
48144,haroldburleson6281940
91216,cherylsimmons3211994
4869,cheriatkinson251976
71439,judylyon10251978
73530,ronmaxwell1281974
71758,donaldholman291970
11193,billyjohnson3261945
89330,vincentcorry1171988
44546,davidjohnson8101963
79056,maryallen5101938
15411,josephtriche8311997
63692,debbiehilyard10221976
32999,calvingranado1251983
32490,johnperry211954
86051,camillecohen10201962
65546,josecallahan5221985
26685,lenavaughn8221954
64935,teresajohnson3161958
9486,joannalloway1121956
59884,phyllisoverton7151960
34129,johnmorris12291945
48785,donnagood831987
99573,cherylgrove3301958
50559,wendymoore7261957
44925,michaelgray1261937
93108,annarodriguez371947
38646,jamesdavis231951
1307,valeriebrown7181977
74730,larryhalton2251993
18941,johnlittle1051952
51974,jameswise10241968
47168,lilacardone411958
6810,davideaton321959
20739,murielvaldez12141996
58927,billvance7151969
84467,daleroe1221965
23492,thomasletson11201948
48310,gwendolyncarlino10261973
5872,jefflynn151949
63637,clarencegomez4131945
94441,vickimoser1011984
67508,pamelathompson2281963
63700,lisalong1281950
20277,carysmiley581941
50492,paulacase3161945
55905,keithpark791973
34605,aliceyoung8221990
32780,marysierra6141988
25585,joebarnes7121980
94134,kevinnash10211953
23752,richardthompson7101997
72235,michaelwise10311978
37089,simonehurst12261953
23875,miltondavis221958
72920,davidramos9161937
54214,douglaswise5121998
52744,brandonjames11261958
99453,petrinasmith12141970
90678,miltonevans6281989
88633,shirleybrown3251955
43554,maryallen10181969
28460,richarddubois3201955
26482,michellewood3181996
37908,johnwallace4261954
42893,russellbergan4161995
43472,thomaslabrie631956
3594,charlesbrown11231994
87694,donnabaca7131942
11821,altonscott12231957
1767,jamesbrown12261945
30245,rosewilson10221954
83875,marialogan5201997
73454,damonsmith5231944
46698,donniecross9161943
27584,danawhite251958
27825,roytaylor5101989
72819,brentalleman8271941
63636,oscargatlin2201953
50275,davidmurphy1251938
73773,jeremytaylor8291985
26033,walterramirez1221939
91261,shawnalandon2101995
1463,kathydawes2131988
32917,haroldevans3241983
49271,danielwalston8201985
12345,marielane6221960
5193,edwardbanks5231947
5438,curtisoliver12161975
35164,kylebarlow12251990
66203,michaelcrist10121956
72118,dannyloose3151973
62647,minastark5241974
4096,marthaburson7121988
65463,susanbill8101985
89989,kirkallen1061973
63859,gladyshiggs2231967
75259,hertajones3101996
72685,austinbelford10211954
46814,chrisweston3211965
29714,bethmiller2271963
41785,lawrencechick10121948
62904,richardhenley12201955
16237,donaldascencio12271975
11482,stephencollins8231965
49766,danacarter10311966
67844,jeanbost12181950
29468,robertolson8231960
4771,tracyjones2251994
82503,cherrylfields8251998
50003,kylemccabe6181974
40776,angeladoll1241976
44138,denisecooper6121945
28147,lindabrown1261937
67126,robertsmith1021969
45919,andrewsmith3251990
25732,ronmcclain3251989
95824,jeanlewis3211945
90477,arthurlewis5311973
10637,angiehooper8241946
59299,brandonhill12151938
74605,saralane1211952
66681,johnbrown7231989
61911,paulabrandon6231976
47092,mariabaldwin8101989
52317,johnfoster10311994
74770,davidsmith141995
319,juliataylor1271963
27792,mauricenelson3291973
88612,stacysilva12211978
26416,marylyke8271950
31228,stevenlawson12171964
51047,coraredden11231956
1995,raymondsmith891965
65301,mariesimpson1141956
77400,glenmartin1201965
89307,dongross5231977
37907,josephwilson2251941
10942,judithwoods4201939
98181,rosesmith7261983
77583,anitaholmes721989
58775,lorigerman8241981
65296,jonathanmoore471972
27595,jamesdye911977
77296,garrettray8131982
5408,rosacondie10271968
65052,rogerleighton4261996
73297,sarawilliams1161953
21070,jennymiller5281997
29818,gerardodavis8101972
90349,danielfong11261947
99945,timothybrown12101943
10809,annegifford2261983
42316,donaldskinner621978
58568,jasontodd1251939
98350,johnlopez8221945
32979,alicemoore5271960
38146,williewatson1281959
42160,juanlong3251967
77164,jaylinares8221993
49469,vernamain12251998
99253,nancybright6121948
92288,davidlee3271992
92001,lenaross3171968
3192,chanellethompson5201985
1240,johnschultz1121990
94341,ritakelly12201940
93880,johnnyjames1221955
91045,dawndostie2261978
63525,michaelbrown8301962
67971,galenjacobs2161952
30169,maryallen5211970
2999,waynewilkins8211957
82914,martinbyrd1011983
89077,paulrich1181975
53427,ednajackson911965
96909,maelewis341967
16442,maryromeo8281940
64870,glennbillings1041993
61744,annbaker8241995
11828,thomasmorin5211992
34602,henryross2211980
82129,ronaldperez1161983
54954,amandalawson8271965
13097,charleslane3251947
15840,janetthomas3251967
19560,denniscourter5301967
17298,tobymasterson10201998
2661,mariabuckley4241997
25036,kayjackson1231996
58038,sandraflick1041995
66207,merlepoe1251947
15408,robindugas4271990
23847,kimberlyespinal221960
13058,marjoriehayden8221941
25344,maryposey9261998
43897,benclay5221974
47214,melvinwright8211938
63854,maryjenkins541952
55278,johnadams10211938
16211,robertharrell12231997
30059,tedmiles4281978
89808,laurafisher5241979
49363,timothycollins5121980
77674,lisacruz12211945
67216,harryweaver2141976
83658,jimmygarrison12231983
21057,kennethbean5221974
73210,williamjones11201949
83657,janederr391980
90289,paulaboucher7251997
7806,susanking8231985
19152,ethelmorrison5181964
23366,bryanwise871990
53872,johnlewis8271977
17927,doracowans6241942
17246,jasonwilliams3101954
44379,randallmerwin1231954
14333,toddrichardson1021995
42390,josephwilson1271994
4867,williamglennon1021939
34838,michaeljones8261974
8678,amberlopez5161978
20206,katielee3261941
3631,charleshoffmann10201948
83148,jamesewing11241990
6502,warrencue5301958
43174,jamesholman3281965
65088,georgiacovey531965
41953,tracyhaider2131998
49212,annastorrs12271988
8340,travisguillen3201995
42655,annordonez1211995
48634,dianeday10301958
