uid,identifier
21000,jeanwilliams7201990
3100,verahand10251996
52508,arlenemurphy1011996
87792,bryanbenson4251986
85899,nancygriffin1221994
10051,susanberry11201978
12657,elouiseeades911980
89967,johnberes5101948
20441,merleday8201944
16607,wandadoner2261937
19313,jeffreyevans1221939
49401,josebenavides7131978
59886,carldavis8251983
14315,lorettavera10221948
51151,kimberlystone10201964
51892,rosaharden531956
12297,kenthandy10211954
99637,helendavis5141967
65682,elaineburton4201977
44084,johnklein3141957
97569,roynowell281987
23908,janicewilson8131984
92080,sheilawatson4221985
92002,perrynealon311952
8545,davidstewart1121966
47018,roydavis3291977
74730,larryhalton2251993
3761,terrelldavis711995
78471,robertmoss2271950
340,kentonbowie1221954
93972,edwarddudley12271946
64285,evabrown10131975
65600,gusallan811950
67956,joanroy1221978
91534,deliabrown8101994
85507,pameladenson4291963
56923,janedavis8101954
20609,jeanamonger1121957
34755,ericarendon7221954
1635,evanmiller9242001
