GivenName,Surname,Birthday,uid
david,negri,2/13/1939,33408
matthew,bechtel,1/12/1969,75905
carissa,hammonds,10/27/1995,85209
cathrine,foreman,7/12/1967,38335
johnny,coon,8/30/1965,27190
valerie,blalock,3/10/1968,80781
william,zhang,10/24/1939,19769
phillip,runyan,2/26/1978,80118
porter,poore,12/30/1975,95696
eileen,murley,2/16/1984,8354
johnny,galgano,4/27/1947,14178
rudy,viers,1/1/1988,90024
francisco,nadeau,10/20/1962,70432
edward,castillo,10/26/1977,45290
julie,rawls,4/22/1944,22817
william,prioleau,10/18/1984,42007
william,lau,8/2/1977,44037
alfreda,gonzalez,9/26/1996,84021
robert,byers,10/26/1993,42043
scott,drown,10/16/1962,8904
brandy,hough,2/23/1995,87702
patricia,gehring,12/25/1955,34683
marilyn,gonzalez,3/14/1963,57114
pearlie,mcnally,10/29/1954,19527
patrick,herd,1/27/1966,68197
leland,cusack,3/24/2000,5283
robin,crain,2/10/1961,33286
benjamin,threatt,4/15/1945,51970
albert,baugh,6/14/1968,72275
richard,varela,5/10/1959,12513
jorge,arroyo,3/10/1999,51874
marilyn,hopkins,10/25/1992,89323
kenneth,leiser,7/12/1984,14936
jesse,orourke,12/23/1970,10321
alexander,stahl,10/30/1957,62737
velma,aikens,8/28/1959,49479
frances,beckner,5/28/1992,97891
howard,hakes,1/17/1957,14009
angelo,tinkham,12/15/1996,2048
shannon,prins,10/14/1983,30946
susan,westphal,9/29/1993,82416
jason,doody,8/16/1965,30417
natasha,olivares,8/25/1983,5217
