GivenName,Surname,Birthday,uid
edgar,schultz,8/19/1958,61942
jennifer,smalls,5/30/1997,45689
brittany,rubino,7/14/1970,28094
edward,pacheco,1/15/1990,45339
gladys,snavely,5/24/1937,67426
alfred,ferrer,1/5/1972,67838
brendan,chestnut,7/26/1937,49381
keith,coffey,5/17/1953,83094
darrel,sauls,3/26/1943,50195
christian,treadwell,3/12/1949,53696
josefina,sikes,9/2/1967,39506
kimberlie,lugo,8/13/1953,60113
latrice,mahlum,10/18/1976,40314
garland,frawley,6/14/1995,71686
nerissa,campos,3/21/1969,53831
chester,dantzler,6/18/1970,6055
carrie,dahlquist,3/19/1966,15685
raymond,brummitt,8/4/1994,68793
phyllis,dewees,10/4/1985,17599
rodolfo,vargas,12/28/1956,61643
bonnie,hinds,3/7/1961,6179
tracy,soto,8/19/1953,88860
joseph,cook,9/6/1962,18072
janet,kivi,10/25/1986,49252
keven,black,12/16/1983,21361
patrick,rothermel,12/30/1965,75429
laura,schultz,10/29/1976,69268
edwin,cuff,2/23/1960,73218
bernice,yelton,9/10/1964,88474
russell,mercado,5/17/1991,7467
charleen,mowery,3/6/1961,5197
jeremy,eisner,1/4/1983,40439
juanita,cardwell,6/22/1949,13989
susan,kehoe,10/30/1993,6835
daniel,wilke,2/19/1939,47968
estella,currey,10/13/1945,24769
alexander,blauvelt,11/22/1952,60025
wilburn,burkhalter,11/25/1997,13364
victor,cox,4/12/1967,24465
eugene,ritzman,11/24/2003,25744
christine,dudgeon,1/18/1980,68814
megan,zeman,3/18/1959,76099
loretta,radke,9/17/1948,21406
christina,flowers,6/24/1976,76750
rudy,viers,1/1/1988,90024
clarence,lamy,7/12/1965,35512
nathaniel,graff,3/16/1968,37536
kevin,blalock,10/28/1958,28493
steve,burrows,3/18/1971,54832
beulah,sottile,8/12/1963,82671
edward,larimore,8/10/1988,63592
claudia,sikes,3/29/1980,55571
timothy,hubler,10/10/1996,99421
douglas,prevatte,2/5/1984,21794
nancy,calvo,8/1/1979,56489
debra,pietsch,5/24/1949,14402
benny,godbey,8/17/1997,19601
betty,olmo,6/23/1978,37595
shalonda,vickrey,6/24/1986,96942
stephen,brandow,8/27/1939,55613
alexander,stahl,10/30/1957,62737
dawn,puig,7/16/1991,79313
gilbert,brun,7/19/1937,99146
christina,degraff,10/31/1943,10711
elizabeth,knupp,7/15/1956,44667
ardath,locascio,5/14/1997,75947
warren,grice,7/24/1955,42978
woodrow,haag,3/21/1970,96087
kevin,paiva,2/16/1993,35333
lindsay,bowser,11/25/1951,60508
vicky,furr,2/25/1984,16551
kristin,lawing,5/29/1964,18906
wesley,vanzant,3/18/1961,96250
walter,dykes,9/13/1972,76506
richard,westcott,4/28/1940,35385
deborah,portillo,5/24/1948,21721
arnoldo,calderon,12/23/1966,3046
eugene,goddard,5/13/1984,27949
raymond,loewen,7/25/1960,71384
dorothy,pelton,2/24/1987,24823
lorenzo,hooks,1/18/1999,85789
raymond,boyle,8/19/1992,43063
rhonda,cummings,6/24/1965,86429
phillip,youngs,8/29/1997,22168
frank,baca,10/15/1957,10648
lizabeth,deyo,12/15/1991,73827
johnny,delgado,6/1/1953,50176
elizabeth,fultz,9/10/1957,50392
jerome,black,2/17/1980,14493
mabel,zehnder,10/14/1976,45154
samuel,schumann,6/1/1969,91177
louisa,rosas,11/30/1948,12267
marsha,acevedo,11/23/1994,619
ashley,siegel,11/30/1962,35450
herbert,schultz,5/17/1945,17648
kelly,baca,9/18/1940,66890
merry,mintz,1/2/1990,80306
wayne,agosto,4/28/1967,92953
kenneth,leiser,7/12/1984,14936
richard,badger,10/7/1969,76765
porter,poore,12/30/1975,95696
eugene,zuniga,5/10/1992,50355
raymond,legaspi,6/17/1987,2349
audrey,bays,12/18/1968,15882
anthony,small,9/28/1978,90862
vicky,stull,4/27/1951,41916
frank,bohn,5/21/1996,62805
kenneth,spears,4/13/1960,35284
gloria,short,1/19/1969,9174
timothy,marciniak,4/24/1969,68931
louise,pogue,10/22/1978,45448
johnny,coon,8/30/1965,27190
garrett,schroyer,7/27/1976,91982
edgar,schmidt,4/17/1964,88131
douglas,nunez,8/21/1986,67100
fredrick,passmore,6/20/1969,55392
antonio,brito,5/9/1952,62164
allison,lenhardt,10/6/1975,29862
marybeth,bussard,9/26/1951,43290
martha,izzo,11/28/1951,44196
lawrence,kunz,10/12/1961,88021
thomas,rueda,6/14/1975,35831
winfred,mulkey,6/4/1968,24924
scott,drown,10/16/1962,8904
william,zhang,10/24/1939,19769
fernando,trollinger,5/31/1980,76542
cedric,wolff,4/15/1940,34578
rosalie,sigler,2/17/1981,44034
sharon,culpepper,9/28/1939,42517
robyn,loucks,3/20/1974,3321
meredith,gonzalez,4/8/1944,22745
fernanda,kidwell,7/14/1989,13579
edward,castillo,10/26/1977,45290
martin,chesson,4/30/1959,70247
richard,lundberg,7/23/1987,20006
frederick,deas,7/31/1958,21441
alecia,liles,6/14/1978,19028
deborah,partridge,1/19/1965,35866
raymond,new,1/18/1980,24908
vanessa,ousley,8/28/1957,50075
arthur,pipes,8/29/1947,76521
william,varga,6/3/1937,67679
damian,freese,3/19/1994,72936
janice,newbill,7/25/1988,84874
heidi,coulombe,8/17/1991,95022
chrystal,peterman,9/27/1940,51676
valerie,burleson,3/24/2000,64507
elaine,lett,2/18/1938,84791
lorraine,brackett,9/28/1998,57479
bruce,schoch,4/16/1949,43793
cynthia,shultz,8/29/1945,99282
cindy,thrush,8/14/1938,27048
bonnie,meister,9/14/1996,59694
cathrine,foreman,7/12/1967,38335
adrian,mcgriff,8/22/1987,20011
enrique,printz,4/1/1946,29886
joshua,scotto,8/10/1940,11883
charlotte,wooding,1/6/1998,41030
francis,gonzalez,3/2/1980,83194
roberto,bayer,9/10/1980,48519
roland,lukens,1/6/1938,74422
gregory,weiss,9/12/1963,12407
nathaniel,whitacre,2/26/1956,17489
esther,flood,5/20/1960,54873
jackie,urquhart,6/29/1945,61874
melvin,pooley,9/16/1949,4431
ramona,wilcox,7/10/1947,15615
alexander,schroyer,4/2/1989,35541
gisela,mosher,7/1/1981,40919
maurice,karnes,4/30/1958,33115
charles,nowak,7/2/1994,56879
patricia,crowder,12/25/1956,31528
jeffrey,suggs,2/25/1957,11062
juanita,trump,12/28/1988,95978
clarence,kimmell,8/26/1983,96197
debora,wootton,6/25/1941,51446
christian,meza,4/22/1939,51639
stuart,laffey,11/27/1953,9859
israel,negrin,4/6/1944,98924
steven,marroquin,3/29/1987,58774
michael,musgrove,7/10/1949,23313
santos,marburger,1/24/1976,68864
adriane,trepanier,9/10/1951,72337
michael,walk,8/16/1972,89769
robert,forsberg,12/29/1986,7273
christopher,slocum,6/19/1960,53673
robert,fish,10/21/1977,66790
clifton,lagunas,4/17/1969,76109
margaret,gooch,10/27/1938,17322
margaret,gribble,2/27/1952,27467
marilyn,hopkins,10/25/1992,89323
barbara,hove,9/3/1963,85945
tracy,younkin,6/15/1982,70256
margarita,switzer,4/9/1979,48556
bernard,ratliff,7/14/1968,42183
keith,forte,8/13/1972,95948
nicholas,atkinson,2/23/2000,14099
salvador,keeling,5/27/1996,12681
benjamin,threatt,4/15/1945,51970
hector,englert,6/18/1991,1623
jackie,greenbaum,10/15/1994,87747
jennifer,weiss,8/8/1980,25162
kelsey,mcgrew,3/10/1952,83158
abigail,hickey,6/19/1992,97815
louise,brim,2/10/1944,54890
shantell,jorgensen,10/18/1938,21298
