uid,identifier
47699,donnasmith711996
57941,wandacortez10131978
85862,marydavis1171980
8749,jondavis12261950
75256,melindawaters6221970
53785,rebeccajones1121995
84487,sandragomez5271965
14403,marybacon311987
23908,janicewilson8131984
17628,lindacurtis4131975
56554,ronaldmarr12171993
94449,erinhorton8161938
26650,noravega12211977
55985,lindawatson1261978
77749,leeharrington4291962
43900,marywhitten411964
89317,harrysimmons4221941
6623,johngriffin10241960
87035,denataylor1241967
83633,marianshelton9131958
80902,ileanadavis8281944
79409,johnmoore11201983
82000,jamesroman1121953
22282,jeanneely1281955
5631,homerallen6181944
