uid,identifier
21353,laurastonge3201966
11785,chrisroberts4261979
38602,eddieswain3201962
7207,tiahoward8161995
97909,stevenmorris831993
33636,raydorman4281954
65403,earlmatthews1121993
34595,evairwin5101978
41390,maryflowers7291988
82146,randyfrye8201960
9061,caroleaves591966
4281,jamesfoster4261967
865,carolaustin6201971
71732,williamgrey1141972
85754,waltraudmosley6201954
84710,mariejolly771995
48042,charlesroundy9251986
6449,ralphames5241974
32860,oscardavis1031965
40635,michaelgreen9201967
69492,raymondthomas3171950
29053,tysonhouse5211967
55555,sarahallen351977
19941,walterthomas1151949
90603,bettymayfield722001
45807,cesarryan12131984
88754,ethelbarajas3291947
59027,rudylynch3261959
54057,oliviabroaddus211989
87275,conniehart911972
46671,maryowen1021981
65575,lonniedavis7301940
55416,jamesharrington8261994
5279,sarahlochner9231965
3694,jeffreyloy4121940
41356,marylawson3241988
43412,jasoneldridge3241954
27429,juanaking4201992
56421,elmaevans4221966
64890,mariaallen8231965
63580,ellenmcintosh811979
78926,kellyhorton7151998
52080,williamshutt811993
42585,lawrencesutton12161957
32275,marydaniels9141980
80295,cathywilson10221979
41453,henrytrout6201965
20102,edwinmiller7131975
72800,johnsands12101973
49873,sharoneller6121983
92771,jessicatucker7151940
91785,aracelilass8271983
31014,jamesbrown4131995
72698,sherrysica271998
45784,jasonluther3211992
54636,lorimuniz9231976
42151,justinderosa6131940
79982,sarawendt4161940
59144,lauradonner7301983
7822,benbingham12251997
22776,elizabethford851939
50998,michaeldavis9231988
16755,friedasinger251993
12707,scottclayton3291963
49074,brucehill5141977
94157,josecesar3201941
43333,dennissmith7161939
12768,fransato2201986
81981,matthewdoyle161952
37800,dalehinson4181966
46115,karenrichmond831990
85141,marieray1081963
92468,elsiewhite3241937
90558,lindacayer2131972
50651,bobbyweathers411938
37153,seandixon251947
85442,randysoto1221986
54279,gingerward12161937
47541,williammorales10161947
62359,shaunearls261971
57822,billymaynes3171975
77632,marthalembo3251988
44687,davidwhite451965
32002,reginaholman10221945
87879,ronochoa1262002
77000,danaperez4121998
58185,jasondavila1041965
48636,jamespainter431939
35873,stevemiller351971
91958,johnlowe2281963
23959,bettyjones7181939
64907,arlajones1011962
61265,wandaguinn781939
11059,gailtoney5131960
52532,brucebaker621943
18611,gladyspage651993
42874,johnmartinez11271983
85604,marilynvickers3241968
73671,lidiacherry461970
72194,steveholley3211980
99243,caseyhart10221937
59940,josephallbright541971
81439,virginiatowe5241977
40378,donaldtate8101943
58912,stellasong611948
1002,ceciliadeems10231990
56058,neilpharr7241968
64285,evabrown10131975
67956,joanroy1221978
67405,melodicarr971952
42676,mariagooden7151946
63114,eddymartinez4211974
96198,annhill1171958
6467,jameslee6291937
23891,jameswoods2201967
88996,rickylove4171943
88003,marybird1021983
73110,melissaworthy3201969
65223,ruthewers532002
96775,pedromays8261949
80540,hollyowens3181995
68017,michaeldolan441958
5037,harlanjones1131994
73706,ednabailey791978
55808,adamholder321978
70610,gracekelly12281939
48420,brandicassell7221960
65955,deancarroll3271995
8876,emilysteger2261985
13245,melodylarue7141957
91534,deliabrown8101994
64466,anniecastro7251958
34632,jayharris681967
4941,maryhammock7291975
82289,leelamar11221948
51384,arlenecraig8251960
86375,migueltucker3181976
34476,markmiller10241973
788,deborahcain5131957
53142,donnalewis3251955
96442,leehess1231947
72582,lindasmith7101986
43816,robertcole4201955
17719,eddiehomes7101967
45909,amandahorace9131978
76788,dorothyhicks1301966
69182,judyprice721973
3586,maryerving5141988
94259,blakewing821959
86980,terimize3221966
50121,briangilmore711959
1904,peterhoward7231975
97553,williejones7241978
16274,mariocave231963
5479,sadewilliams5291996
46673,elishakee4211966
65796,darlabratcher2261957
5215,carlsmith12291963
42339,jameselder12211976
82672,leonhayes10121969
62263,cheryllara5281950
12666,toniadams9181953
61709,thomasmckinney12211984
86162,lindamunger3181970
48521,martasay7221980
12613,robertyork11251943
13369,erichall10231975
18670,jaymemcarthur1011982
35831,thomasrueda6141975
56787,lenarobison12251967
40775,karinapitts4251972
58196,henrybrown9261957
97343,marydavis941965
81049,sherisamons12211948
18519,amystokes8141973
76801,junebrennan3231996
52740,tracismith5201970
56239,anitakail11281979
33810,marchale211988
17721,marcusstern291978
85552,joseholland10131985
32453,taraconder8301974
78318,taylorlee771983
6869,carlossmith9281974
7010,thelmabaker5251977
11589,bettyarvin531960
53257,jamesmullins6121947
10074,paulrendon161972
54520,ronaldgriffin3281957
9579,jessegilmer791982
26686,garymendez441966
85450,deansmith8161955
62691,michaelabbott5281974
21990,saragassett1021967
41073,charlesmoody741983
73278,nicolasmckinney10241986
10589,johnferry4261977
49779,johnadams7121980
34129,johnmorris12291945
24769,estellacurrey10131945
93206,marcoshill8311990
60950,kimrogers3221982
75228,walterwinn8221940
65666,emilycourtney1031979
45610,henrypan7121970
30903,bryanbounds3211980
48994,annabrown8301937
38734,carlossmith7251957
8782,lisacombs4131977
21579,emmettaldrich10201985
59259,chantalboone1211997
62603,myronharris1172003
62801,donnacaples971938
79582,estebanneely1161953
84385,rafaelspinks1301975
25693,willywatson4221937
21919,susannahumble5101973
5129,kennethredman6141975
78368,scottbarbee2231994
971,shawnjaeger5231980
2702,carasledge8251992
34431,brendalear9201974
38204,robincampos8161950
39485,johnrey2171986
16690,friedamartin11221960
23492,thomasletson11201948
43523,raymondgill9181944
48953,haroldcrain12171945
5872,jefflynn151949
93861,peterlewis4231967
49308,lisareed1131957
51885,galewashington8201946
8127,benitoguzman251977
19389,michellecarr2271968
79436,jasonkemper371968
25585,joebarnes7121980
14313,soniaramsey2131989
83633,marianshelton9131958
5959,dennisburrell1251990
72235,michaelwise10311978
22060,clarahernandez12251980
47406,joyceroot5291946
77027,laceystrange10301981
