GivenName,Surname,Birthday,uid
cathy,watford,8/13/1960,76150
mamie,frye,9/25/1982,78096
cleveland,soto,3/1/1947,26365
diane,kaufman,8/22/1985,2663
tiffany,font,7/7/1979,12604
juliette,ricciardi,8/21/1998,4833
billie,boutin,7/30/1974,6173
james,boggs,10/26/1968,97010
beverly,morin,9/13/1966,16254
joseph,metcalf,3/18/1974,97985
mathew,wall,1/18/1989,22955
lewis,hunnicutt,1/16/1985,18078
tracy,soto,8/19/1953,88860
patricia,astorga,9/20/1987,98056
thomas,peters,11/29/1973,19080
wilfredo,hoerr,1/18/1999,67124
matthew,mcvey,9/12/1964,17395
dorothy,sorenson,2/27/1998,8312
carolyn,childress,2/24/1960,55995
matthew,aiello,7/26/1993,17741
joanne,gough,9/15/1958,9206
elizabeth,robles,1/9/1949,4842
calvin,johns,9/6/2001,14900
