GivenName,Surname,Birthday,uid
carolynn,marciniak,7/25/1947,74127
belinda,rountree,4/10/1958,32355
janet,storch,3/23/1997,79287
kathy,pond,4/24/1976,45401
madeline,breit,7/23/1984,67487
deborah,naquin,1/7/1989,34392
dwayne,adcock,12/18/1994,10153
theodore,connally,10/23/1960,20917
hector,boll,7/18/1943,30069
patricia,sorenson,1/16/1944,12482
charlotte,whitlatch,11/24/1986,34607
maureen,basso,12/14/1940,17122
vanessa,kimmel,10/20/1947,57819
rolland,stough,10/22/1992,52131
ronald,lanoue,8/20/1988,59586
robyn,loucks,3/20/1974,3321
