uid,identifier
67425,freddiegarcia12201969
88462,joshuacarroll1221996
2401,williammartin1251964
38155,louismay1241937
76856,brendawilson12241996
51854,seanblake3281956
43776,laurafields511987
70610,gracekelly12281939
19022,michaelthomas3151940
68869,braddavis8121983
93809,stevebaker511960
70680,joylarimer6291997
23497,maryholiday11261958
72439,garywalter10181969
28763,jimmyellis12101986
83906,annewillis2281967
81640,beverlyward711995
68078,sherrybean5231996
4309,billyanderson5121950
17065,ryanhall1221964
99661,russellterry121946
22330,lauragilmer4131980
1412,haroldleeper2261980
97461,alicewitham12241986
70045,normaweaver5201981
33893,brendacarlson7221982
51498,douglasho10131969
8043,devinbrown7311945
57819,vanessakimmel10201947
79409,johnmoore11201983
85907,normaleon331974
39424,williamandrews4171945
72655,lynnesmith8281947
60760,juanitabecker7291939
60154,shanicegordon781988
