GivenName,Surname,Birthday,uid
lloyd,mancuso,5/20/1947,25103
jacalyn,peacock,11/24/1974,35939
theodore,connally,10/23/1960,20917
anthony,bodiford,9/20/1951,15725
patricia,bristow,12/20/1994,4106
dorothy,bowers,9/30/1939,51338
willie,aguila,8/13/1993,17679
howard,scherer,12/14/1967,3528
deborah,waldschmidt,11/26/1948,96363
vernon,parisi,5/14/1959,37718
wanda,fine,9/18/1996,37498
david,crouch,4/18/1937,81085
theodore,sprouse,5/28/1983,27672
whitney,katz,6/19/1941,62955
susan,quiroz,2/23/1996,56400
sylvia,waters,11/26/1980,69117
tommie,gossage,10/25/1999,59425
jeffrey,caviness,2/6/1974,63539
deborah,portillo,5/24/1948,21721
rolland,stough,10/22/1992,52131
clarice,fessenden,8/1/1965,6569
patricia,mcghee,2/20/1945,59670
michele,pickett,5/30/1988,28490
gladys,hitchcock,12/20/1999,54724
timothy,ledesma,1/17/1976,57229
edwardo,sharpe,11/23/2001,65852
maureen,basso,12/14/1940,17122
miguel,hawkes,11/26/1996,99331
meredith,hazzard,3/16/1995,27248
sharon,baier,9/10/1993,73244
esther,ferrer,9/29/1959,19017
katie,gaskins,8/26/1996,10048
shannon,nordquist,9/7/1979,57507
alberta,mcgee,1/15/1998,65788
christopher,thacker,5/18/1998,14772
jorge,blackshear,3/31/1995,45393
joseph,collado,9/27/1994,73654
jeffry,mccown,6/18/1944,25625
eugene,zuniga,5/10/1992,50355
constance,braswell,4/4/1943,80581
deborah,peacock,11/26/1977,11313
effie,wiseman,5/29/1965,86209
leslie,stull,8/17/1957,86369
maureen,overall,7/4/1990,39993
clarence,lamy,7/12/1965,35512
samuel,felker,3/23/1998,14790
beverley,smallwood,3/25/1963,51985
barry,scurlock,7/19/1987,30745
