uid,identifier
93153,granthacker3141960
49165,katherineyoung8271959
96035,courtneywhite7261937
62798,adamlong621975
34602,henryross2211980
50585,denaphillips5301960
34752,rubyneary4211987
5212,ettaeiland8311938
24203,sonnylove9301946
26523,glenfrey12281986
56742,jameskelly1292001
74206,berthanieto10131989
55121,brandywilson9211970
54643,janisdonahue1181990
41867,marycruz6281977
18570,brianbowens12261947
29716,codyguthrie161955
53216,leroysparks482003
96964,estherbays2211956
73425,jameslabbe6201985
7669,brandinorwood5281968
3848,ronaldmartinez6231982
28696,allenking811954
47955,dianegross10131975
85571,charlesbeals2211954
50469,scottelias12281958
97732,caryanthony631997
77983,justinfreeman1121947
12552,pamellaturnage8201953
60684,fernandobuckley1241937
80011,pattiethomas7121949
6018,kimberlymoss1021940
51780,tysonwick2271994
26052,danieldecker1251987
90224,aprilklein10301964
91156,juanitaortiz2181960
19425,jamesroberts9151970
64962,natalieschippers8301960
18096,donnashuler10141962
47288,sharicelyons4281954
62131,garyhyatt611954
40312,richardhurley1211967
65699,tommylively131995
26698,tadwells8221978
11218,brendaholt811966
42976,ruthpryor7251937
78323,timothyvaldez171988
99103,calvinwyatt4101964
97976,deborawayne431976
73390,paulyarbrough8211956
55941,angelasmith311956
18670,jaymemcarthur1011982
42390,josephwilson1271994
39604,christinemorse911966
80060,melissahaller8121978
42582,bettylane8231940
47541,williammorales10161947
45712,jamescaudle381984
39047,dawnheath5201941
94908,sherrychong3201986
76097,kimberlyalston11251994
74188,anthonyfrazer4231973
96073,tammygarrison1231976
75053,ivaanderson511992
45940,elizabethtorres8171994
24081,clintonross8201949
7754,larrycave1021964
19739,kimberlylopez5211946
6938,normaalberto3211976
98462,kathleenfitzgerald4261974
68072,elizabetherickson731976
8223,thomasmercado6281942
42676,mariagooden7151946
41843,williamharris531964
44782,susanking11261984
56421,elmaevans4221966
3269,roxannehall12231985
62381,leomills5301991
46115,karenrichmond831990
32516,briantucker5101946
48896,lutherbaldwin3311954
41281,kevinstump10261974
11954,bridgethunt511980
6869,carlossmith9281974
41486,josephtaylor3121995
94303,josephsorrentino211950
27928,sandrapease8131949
6735,davidweber1141990
36201,edwinkohler5231976
57348,juliehardy711959
28339,rubycorkery651980
15166,johnmercedes4101973
45984,donaldblack8131994
62641,joanrushing6211967
8411,danielfoster4221978
9289,warrenaustin751978
56451,robertatkins1231986
89075,lindaanthony4101973
3129,georgiawaddle1221953
28111,nellylarue231998
53587,donetteatkins1271986
81221,elsierivas9251966
98928,bonniehammer141998
91183,sarahbaker9121985
79490,dianewalden6301984
31831,loisroney391964
14032,andresinglis12201955
53208,josephflory8271937
52729,lloydturner2251983
81016,miguelmccord6251986
85557,loisingram8121995
47410,travisemory3151984
26029,michaellowe811968
90883,dorothymenke8311947
96845,scottsandifer12201954
22118,stacynewsom8171980
6913,phyllisramos5241960
20771,kathleengray5141966
44927,frankielalonde2131967
91316,eddieclark12271943
39160,stevenprice6141957
74986,johnwolfe411968
81675,shaunvela2201980
98739,geraldarpin6252001
75522,lorenasmith5201964
98419,toddmartinez10181976
60756,morrisdunning8221987
45489,thomasmclean3251952
7254,curtiswilliams231984
26691,jamesfisher921976
15642,gloriacarter1271958
94576,earllehoux1261984
6193,kimberlyrobie1151966
84467,daleroe1221965
39781,williammead12201988
97434,marywatt2211985
77951,keithcampbell821984
69354,janehawkins1171943
4761,paulhenry761968
18860,edithhinze10241975
87262,sherryhillman10161995
18574,tracygillette6171953
98244,roberthyman4181939
96621,eleanorriojas421958
9899,michaelcoley4271987
87108,cathyrigsby12231996
68742,shanecroley4131992
78480,idalundy10201937
66525,deanzamudio7131964
21579,emmettaldrich10201985
2894,shawnwells332001
21071,annatorres10171960
97572,johnniewalsh181950
55673,jeremychavez12161953
47841,joelmedina6181944
55812,arronbailey251994
18686,willenefisher521958
50794,clairebutler761987
18941,johnlittle1051952
6229,terrygoldman561984
1093,jamesmorgan7221992
65782,dalemadison761937
61426,gracelake4221950
48342,michaelwebster3261969
7994,huntereddings691956
49842,melissaguthrie7221937
40374,stellakim2261941
73818,ednajeffrey3311964
14666,dianaelser3231945
23259,elaineholmes10311997
238,douglaspope10141983
40378,donaldtate8101943
86529,kendracadet1261949
30384,michaelblanton541995
32403,michaelfrye7241969
19781,monicahouse381970
91626,susanpolitte251948
25665,paulweston6211953
77435,richardmullen8201957
70548,robertbowen9131954
19351,leighhuseman9251983
18308,benjamintravis891953
89614,tommyrogers7201956
52928,matthewdyer12151978
10004,jeanspeight1071959
26694,rogersutton7121945
24685,cindyolsen721941
3586,maryerving5141988
84932,crystaleck8301969
50175,morrisbentley3121965
86472,ralphcooper7311943
57655,ceciliathomas4221961
45311,ellaperkins5211949
48737,lucylane4261998
1158,avaferris4251967
72355,geraldparks8261994
83797,chadlawson6121970
26749,conniesmith1171980
98066,miguelortiz1051937
90538,sarahgonzales10251965
