GivenName	Surname	Birthday	uid
Wrlliam	Mui	4-27-1997	58611
Michael	uCrum III	1-30-1986	91410
Karl	Parrish	05-13-1978	21363
Lilie	Domingo	16 Feb 1966	13589
Becky	Perez	1969-03-24	41698
David	McConell	8 May 1979	29115
Olive	Schmltz	4-17-1994	73947
 Michael	Sussman	7-23-1961	41540
Martha	Crittnden	06/13/2003	39415
	Scarborough  	07/25/1948	4437
Nathan	Hoover	1-7-1967	22126
James	Koch	1945-06-03	94990
 Richard  		04/26/1993	63699
Ron	Maxwell	1974-1-28	73530
Nanchy-Smith	Walker	14 Oct 1969	61478
West	Glenna	01-02-1943	98942
Laura	Lowery	12/9/2001	59460
John	Sorenson	15/04/1955	24812
Catherine	Lott	1996-5-10	57488
Lona	Schnabel	1944-02-03	59013
Kimberly	Kilgore Jr	1986-06-22	74954
Ana	Hernandez	1977-12-30	73223
Earl	Keyser	23 Dec 2003	9221
Sandra	Robinson	14 Aug 1976	22632
REAGAN	Magno	1964-10-18	83728
Douglas	Ballou	13 May 1943	17120
Kathy Jr	Sin	18 Aug 1951	80493
Grry	Taylor	1956-12-04	52554
MARY	Coulston	2-22-1956	12153
Marilyn	Hopkins	25/10/1992	89323
Clifton	Wallace	2001-2-3	35736
Ruby	 Jackson	27/08/1971	34599
dobert	Williams	04/03/1952	17062
Elizabeth	Eickson	07-03-1976	68072
Joan	Caldwell	5/11/2000	28307
  BRADLEY 	Rodriguez	1958-7-17	64901
Juanita	Altman	25 Nov 1992	78152
Holt	Thomas	10/01/1957	96601
Carolyn	Gray	1989-11-22	28376
Jason	Harris	1951-8-28	2775
Blanche	Cox	12-11-1980	23298
Shannon	Littrell	05/02/1976	11080
Harold	Briscoe	1938-03-19	34810
Peter	Walker	9 Feb 1943	43453
	Collins	08-06-2000	95
David		12-05-2002	28462
Bruce	Westgate	21 Nov 1985	95564
Marilyn	Clark	4 Jul 1983	44454
Nellie	Brown	1943-01-23	43567
 Eranest  	Fuller	11/25/1967	7157
Alsion	rKaft	1-16-1963	57801
Misty	McCarter	3-10-1946	1975
kirgil	Murray	01-21-1953	15670
Andrew	Sisco	2-25-2002	19722
Christopher	  Riley  	1992-2-24	22290
Jane	Schultz	12-30-1952	88434
Jessica	Peterson	1967-4-13	94954
Mary	 Hadifield 	12/27/1958	41047
  Robert 	Alvarado	09/03/2001	85324
Jacqueline	McNair	1967-09-28	10977
Lisa	Varela	03/24/1955	21531
Wade	Guffey	1 Feb 1968	16895
	  Connors	09/04/1986	31501
christine	Hansen	??	49773
