GivenName	Surname	Birthday	uid
Blackmon	Robert	07-01-1995	18457
Carolyn	Flaherty	5/5/1988	21967
Doug	Rose 	02/28/1976	69097
Edith	Styles	10 Apr 1994	60897
Jouhn	Garcia	12/11/1966	4665
Dan	Luke	11/12/1952	56810
Beverly	haddock	1/21/1965	95543
DAWN	Gottfried	2-7-1968	84257
	Stacey	5 Aug 1971	10392
Amanda	Deloach	09/15/1992	76471
Lori	Liao	1-26-1992	76649
Emmanuel	  Hernandez	7/4/1985	2571
Maynard	  Evans	12/05/1978	15410
Edward	Witherell	01/13/1989	70113
Joseph	Hawthorne	1961-6-26	93839
Zachary	Clarke	11/19/1949	25104
Della  	Caralho	03/07/1984	40309
Gerald		26 Oct 2003	48646
Roberto	Faul	11/01/1956	13738
Barry	Chamberlain	3 Apr 1960	3902
  Edward  Jr	Dewald 	11-17-1963	88122
Maria Jr	 Terry	29/04/1952	50381
Adeline	White	??	31450
Geraldine	Bishop	02/07/1949	12673
Jocye Jr	Williams	5 Feb 1965	49949
Eric	Funk	10/16/1998	50546
Edna	Field	1953-12-03	51056
Raul	rhodes	1-20-1965	25137
Robetr	Johnson	1-1-1947	34153
Neva	Olsen	20 Feb 1997	33089
Wilnifred	Moore	27 May 1950	36795
Jose	Wales	04/28/1976	89581
James	Mitchell	11 Nov 1997	41387
Frank	  Donahue 	24 Nov 1952	35347
Mandi 	 Vega	10-22-1950	2499
Rudolph	Wheeler	12 Mar 1976	49803
Frederick	TAYLOR	04/07/1963	92451
Jack III	Washburn	1/28/1955	43621
Jane	Macha	1961-05-12	18183
Michael	Greer	06/14/1999	47320
Joseph	Mesta	07-09-1942	27163
	Caltn	6/21/1999	92432
Adrienne	 Caldwell	05/25/1987	12940
Antoine	 Smith  	04/06/1999	31777
Erica	WINGFIELD	see notes	40828
	Allman	22 Jul 1961	15010
Nancy	Payne	17/06/1942	72745
Ted	Martinez	2-4-1960	28191
Trudy	Dinapoli	1 Oct 1958	47209
carlos	Lambdin	1991-3-15	33116
David  	Oliva	23 Sep 1977	77663
Christina	Staley Jr	06/22/1959	71497
Marcella	Jones	29/12/1971	31090
Michael	 Ryan 	2001-1-4	3551
Edin	Heinz	1944-4-9	74801
Robert	Mithell	1976-12-24	92863
Thelma	Yung	19 Jun 1991	31629
Jeana	Besser	1/7/1960	21590
Timothy	Scheiber	21 Oct 1974	55441
Karoline	Segomvia	2-3-1993	31252
McClure  	Mary II	17/11/1958	69760
  Judith		26 Mar 1987	74912
Lois	Landreth	07/09/1963	92307
iaymond	McDonald	15/02/1967	46642
Matthew	Moore	20 Jul 1963	91419
Jaime	Sru	4-8-1941	84849
Felizidad	Godwin	24/10/1946	52341
Kasi	Schiefelbein	03 Mar 1983	31632
Lucas	Velasquez	23 Jan 2000	49309
John	Mejina	1941-4-5	84627
Dionne	Singer	1976-7-15	75628
Connie	Acosta	unknown	50243
Robert	Linn	1983-09-01	19775
Williams	SULEMA	07-24-1959	75172
Juan	Crosby	02/16/2001	72647
Anna	Zhou	5-28-1980	37610
Enrique	Veilleux	02-13-1967	68355
Calvin	Wagner	10/28/1955	70460
Deborah	Rogers	1973-7-18	26090
Charles	 Jones	6/7/1939	30078
Clinton	Eaton	05-20-1995	92038
  Sandra 	Robinson 	1976-8-29	22632
Victroia Sr	Colgan	3/17/2001	96675
Jlyce	rCanford	3-13-1950	18839
Tracie	mSith	1995-04-15	61035
William	Dezries	1957-03-23	67380
Jayne	Aichele	08 Jun 1978	60521
Stephen	Jordan	11-19-1993	93523
Fred	Coronado	03 Nov 1937	73552
faye Sr	  Sullivan	unknown	4521
Penelope	Romano	14/09/2003	33712
Byettye	Price	27 Sep 1969	28766
FELIX	Feliciano	1958-7-15	59674
Slaron	Lasalle	22 Dec 1999	61414
John	Humphries	31/12/1956	14110
Shanna	Brigahm	07/07/2002	55606
Hazel	Rodriguez	7-28-1976	697
Willism	Zwick	6-22-1972	78317
Sunshine	Wenlger	05-20-1940	92170
Orville	Palmeri  	07-28-1982	44893
Michael	Fauver	23-12-2001	89781
Mar	Janzen	17-1-1953	74102
Nanette	Barnes	5/19/1972	62850
Jstin  III	Scott	1948-12-30	691
	Angela	02/21/1959	50028
Jeffrey	irby	05/04/2001	25511
Gladys 	PAGE	1993-06-12	18611
Gary	Hinojosa	1985-04-30	6681
BEERLY III	Dingman	18 Aug 1962	24061
McGill	Hermina-Smith	08/08/1947	72957
Charles		04-16-1977	20660
Kelly	Sullivan	27/1/2002	88552
Robert	Bell	14/01/2003	54359
JREMY	Means	11-22-1937	81600
Thomas		2002-04-05	14771
Lisa 	Santos	2-9-1967	32053
Ronnie	Hinkle	08/09/1938	32687
  Willie 	 Bonin 	2002-6-13	30364
Brenda  	Broaduos	1953-10-29	37411
Shirley	McNutt	01/29/1998	63448
 Williams 	Jeremfy	06/02/1981	21550
nax		10/18/1971	74964
 Edward  	Zuniga	20-4-1989	91247
Melissa		04-17-1951	37793
Stephen	Reyes	30 Mar 2003	38026
Kendra	Stackhouse	1973-05-08	85437
Ernesto	Silva	06-08-1993	38053
Christopher	Ostler	12/10/1979	2124
Arthsur	Haley Jr	04-16-1972	11341
tnthony 	Rasmussen	6-25-1986	82643
Mary	Smith	04/10/2003	56591
Randall  III	Oguin	n/a	37720
Russell	Elston	7-13-1953	56786
	Patricia	1997-03-18	24675
Anna	Carr	22 Jul 1956	17266
Hanks		31/07/1991	18256
  John  	Briner	9-27-1991	9960
Rosetta	Napier  	9-24-1994	60018
Ivy	West	14 May 1998	66318
Ricahrd	Hammontree	25 Jul 1970	16809
Alicia		10-31-1990	70334
 Elizabeth 		13 Jan 1956	38938
Leona	Bynoe	1976-06-25	20932
Lillie	Orellana	06/03/1965	58724
	Horne	1993-10-14	76168
Carmen	Conrad	19 Dec 1962	71989
 Oqlivia 	Wold	7/19/1984	11231
David	Sheffield	1979-11-2	49098
Julia	Hitt	1961-06-14	68708
Betty	Martindale	1968-4-27	3684
William 	Torres	1955-05-07	23931
Andrew	TILIS	1/5/1982	31183
 ANDREW	Ammons	04 Aug 1949	49780
Mark	Christianson	30/04/1946	6940
