GivenName,Surname,Birthday,uid
stella,gehrke,5/24/1944,47427
jacalyn,peacock,11/24/1974,35939
anthony,bodiford,9/20/1951,15725
patricia,bristow,12/20/1994,4106
oscar,bunch,1/3/1963,65072
cecelia,knowles,5/25/1950,73572
leonardo,shearer,4/1/1943,45938
vernon,parisi,5/14/1959,37718
cherise,vargas,10/14/1937,605
kimberly,carraway,3/24/1958,45567
elaine,couch,1/8/1998,23517
louie,cavazos,3/15/1938,71568
andrea,gagnon,7/13/1939,37067
andrew,blackburn,4/27/1940,80106
alice,mcbrayer,8/26/1954,15838
clifford,heise,6/18/1976,64052
gerald,knotts,9/2/1947,5748
patricia,glidewell,3/15/1948,73009
timothy,hasler,8/22/1942,90658
elizabeth,childers,8/21/1980,67180
sharon,henkel,6/19/1957,50962
martha,winters,8/12/1996,85455
errol,robles,5/27/1968,99125
helen,pippen,7/24/1956,9201
jonathan,perdue,4/21/1968,74036
tommie,gossage,10/25/1999,59425
wesley,viator,1/22/1993,73037
derek,dizon,8/16/1938,20462
jerome,paniagua,6/3/1954,66403
brenda,groesbeck,4/15/1977,94168
latasha,franks,5/27/1954,51123
theresa,urso,6/26/1998,78474
jessica,bullock,1/20/1959,14592
theresa,kujawa,7/27/1985,94748
emanuel,petrey,7/8/1985,81261
jeffry,galvan,7/19/1942,12533
steve,mccomas,3/18/1996,73858
richard,barrows,8/10/1962,98175
johnny,brun,9/13/1983,63743
nancy,bruton,8/16/1990,26776
louise,sleeper,2/16/1994,87000
patricia,mcghee,2/20/1945,59670
gladys,hitchcock,12/20/1999,54724
stanley,duckett,5/2/1975,93222
kristine,baity,10/14/1957,98460
margarita,lessman,8/26/1977,58111
nelson,funk,12/30/1969,84321
ernest,bonds,1/29/1944,27733
kerry,hitchcock,2/24/1941,45341
theodore,denker,3/15/1991,3630
martha,katz,4/27/1969,99738
wilbert,manes,9/28/2000,11447
jeanne,bowers,12/18/1950,52922
eugene,shrout,3/22/1958,41078
carlos,mccay,9/16/1967,40689
katie,gaskins,8/26/1996,10048
shannon,nordquist,9/7/1979,57507
geneva,schuster,5/20/1954,91752
mathew,glaze,2/26/1986,48020
marcia,hopkins,1/13/1993,11523
randy,siems,11/23/1988,34386
lisette,causey,10/10/1958,48402
howard,bourque,2/28/1980,44416
pauline,mellott,2/19/1946,2309
aurelia,krause,4/19/1960,60365
frank,burks,4/22/1992,97662
muriel,rojas,2/9/1937,98381
hayley,zuniga,11/22/1938,44718
jeffrey,aguirre,4/1/1955,80997
rudy,rios,3/29/1985,53336
alberto,milne,12/17/1968,47189
leslie,stull,8/17/1957,86369
susan,wymore,6/23/1982,53827
samuel,felker,3/23/1998,14790
raquel,bischoff,3/25/1977,634
barbara,whitlow,9/17/1942,22053
geraldine,brothers,3/29/1975,71559
eugenia,barbour,10/12/1938,97385
steven,leach,9/18/1937,27445
denise,waldman,9/13/1981,71478
