uid,identifier
3485,marybaker8241946
95545,ellawright5201998
70466,earlallen9131970
37499,kellylee271981
69117,sylviawaters11261980
97497,kristopherburns3201981
24741,johnmiles3251954
55709,linoreyes651973
65061,mariahills7271945
98208,johnewen311984
68008,josephbliss811987
13015,lesliegordon7251955
21507,michaelpesce6291951
81624,jackharris12201995
18100,michealperry1021959
23491,robertking10261938
7992,lydiacarnes7241958
34129,johnmorris12291945
92001,lenaross3171968
89444,freddiesmith4201990
88523,julieinman721982
5803,lesliebrennan721990
77603,kylehenson511989
75395,andreawilliams1281959
73601,josearias3171980
78172,shenitaday12161955
10458,lisahaase7281938
77213,juliebryant1211964
81653,carollowe3141998
94412,michelletorres5261979
36327,danegiles7271951
42023,johncolon8311943
89387,erichaney12271995
79209,ninasmith12211954
95468,norawalton411990
87477,inabutler5161937
75813,erichowell10261974
11411,marydavis5301940
52398,jasonmorris11261985
11070,trinanichols11201947
47815,dorabutcher8201937
42006,gracebrown5261969
171,erinlittle1211979
3594,charlesbrown11231994
54847,bradleyharris12271938
76172,michaelriley851954
78033,kathylomas10281977
36763,robinlacey12161954
35959,brianhavens8301947
94250,randallsmith1251949
82517,ronaldsoucy10131989
42937,joelpatterson1221957
2057,michaelwilson5201994
11415,sandralewis10251968
56350,jamesreagan2171964
51010,myrtleashe3151949
43855,adammoore12141978
84591,jackscott1121986
31006,irenedavis7261962
19029,joanelder9151962
52835,anamatthews411937
59060,alishamoser321967
49525,joemills311950
73314,troyclark11201952
67404,gerrilavin311957
87569,donaldcormier7281991
30179,debrajones311974
61386,lesterroy1161945
49464,cindyshimer6261985
12870,helenamartin7231982
25438,randysmith1271960
58085,peterdavis2261964
48975,charlesconner511952
