GivenName,Surname,Birthday,uid
scott,drown,10/16/1962,8904
francisco,gooden,8/22/1942,33800
edward,burger,1/13/1973,34305
anthony,mccloud,1/4/1981,52242
wayne,bostic,9/10/1950,51544
warren,goldston,7/10/1995,92401
bradley,pena,6/20/1950,65957
valerie,burleson,3/24/2000,64507
melvin,black,12/20/1965,14024
william,prioleau,10/18/1984,42007
danny,hooks,4/27/1993,68130
mitchell,cloutier,2/1/1970,14876
charles,dressler,2/24/1974,17286
cathleen,pridmore,3/17/1939,90429
kevin,paiva,2/16/1993,35333
raymond,maples,2/25/1956,50538
brandy,morrone,2/20/1937,29193
kenneth,leiser,7/12/1984,14936
mildred,balog,1/22/1969,40590
nicholas,metheny,2/15/1986,64335
roberto,mifflin,4/15/1974,27328
susan,peabody,10/27/1981,52769
latisha,hosler,1/17/1974,22255
margaret,gooch,10/27/1938,17322
timothy,arroyo,12/16/1954,57620
bernice,dye,3/19/1952,9250
paul,bogle,9/14/1960,99658
andrew,recio,1/1/1949,5383
priscilla,depew,1/19/1983,64728
robert,forsberg,12/29/1986,7273
arnoldo,calderon,12/23/1966,3046
gloria,klatt,6/17/1953,89992
virginia,height,3/1/1955,66762
helen,custis,9/24/1997,18340
amber,bevill,5/16/1969,60696
jackie,knowles,1/9/1993,19104
keven,black,12/16/1983,21361
megan,zeman,3/18/1959,76099
araceli,lass,8/27/1983,91785
catherine,gupta,2/1/1950,3152
edward,melanson,1/14/1998,28730
martin,pitts,8/2/1948,54826
rosanne,graybill,5/22/1939,60629
benny,weeks,7/10/1969,81338
joseph,gore,5/1/1995,70533
david,hurt,7/13/1943,20837
matthew,nunez,11/20/1943,51914
carrie,mercier,12/24/1995,46923
gregory,weiss,9/12/1963,12407
cynthia,rosenberg,5/13/1985,86269
charles,dorgan,7/29/1965,23334
benjamin,starns,2/10/1962,58538
anthony,small,9/28/1978,90862
jonathan,peeler,6/9/1963,33742
howard,deas,3/25/1952,51793
brandon,morrone,3/24/1965,21342
keisha,abels,1/7/1992,39213
patricia,obregon,8/26/1967,57288
steven,mangold,4/15/1973,10578
tiffany,holtz,1/16/1983,98413
mabel,zehnder,10/14/1976,45154
nicholas,bevilacqua,3/27/2003,812
elaine,lett,2/18/1938,84791
pauline,condit,5/14/1999,17222
stuart,laffey,11/27/1953,9859
lorraine,brackett,9/28/1998,57479
adriane,trepanier,9/10/1951,72337
douglas,kistler,1/18/1956,41249
priscilla,capel,1/12/1972,83274
audrey,bays,12/18/1968,15882
delinda,horning,5/10/1948,6836
marcia,hopkins,1/13/1993,11523
alfred,barros,6/2/1960,76965
patrick,herd,1/27/1966,68197
charline,mccleary,8/14/1954,81442
albert,workman,7/25/1977,97817
david,gaeta,7/12/1970,79808
cathrine,foreman,7/12/1967,38335
william,currier,1/23/1937,86848
rafael,cusumano,11/22/1946,52743
cindy,thrush,8/14/1938,27048
nanette,meisel,2/13/1964,42545
nathaniel,waldrop,10/21/1953,28827
karren,wilcox,7/24/1942,20284
charles,barrera,2/14/1964,20985
mindy,dryer,1/22/1997,94933
leonardo,trombly,8/22/1984,44242
janet,cox,6/9/1968,39927
thelma,small,7/24/1966,16199
carolyn,lawing,2/26/1988,2934
brenda,clontz,1/27/1940,53150
kelly,baca,9/18/1940,66890
jared,tharp,8/7/1991,54578
melvin,boucher,2/25/1999,79723
christina,degraff,10/31/1943,10711
youlanda,artrip,8/20/1962,98612
bernetta,silverman,6/21/1967,5422
kimberly,kilgore,6/22/1986,74954
stephanie,plyler,3/10/1956,24252
jeff,soto,1/14/1941,55881
russell,mercado,5/17/1991,7467
wayne,agosto,4/28/1967,92953
clarence,lamy,7/12/1965,35512
shirley,custis,6/14/1953,76422
keith,mcclurg,3/31/1988,40858
maurice,karnes,4/30/1958,33115
estelle,strang,6/22/1950,12603
nancy,shultz,3/15/1940,71220
herbert,brockway,8/27/1985,20353
edward,delahoussaye,11/29/1958,14432
edward,castillo,10/26/1977,45290
salvatore,schmidt,9/20/1984,6719
gladys,bartz,6/29/1985,79430
hector,englert,6/18/1991,1623
alfred,kight,2/2/1941,9033
jessica,upshaw,1/27/1996,29759
amanda,busby,10/25/1957,59560
robert,banda,4/26/1941,58698
teresa,petway,12/16/1985,42730
porter,poore,12/30/1975,95696
richard,villegas,10/20/1949,18010
ronald,crump,9/15/1965,7100
william,bounds,4/17/1953,62185
jeremy,atencio,1/8/1982,79123
allison,waterfield,2/18/1998,66798
kenneth,castillo,7/24/1961,84056
matthew,byrnes,11/20/1999,25616
enrique,printz,4/1/1946,29886
johnny,delgado,6/1/1953,50176
edward,pacheco,1/15/1990,45339
felicia,gaddy,4/20/1985,47820
margaret,rosenberg,12/13/1942,81154
jerome,mullen,11/28/1995,94265
robin,campos,8/16/1950,38204
gerald,settles,1/28/1957,24356
matthew,woodrum,8/22/1963,84436
deborah,rew,12/18/1952,57986
mildred,aldaco,9/22/1986,12365
veronica,zavala,1/10/1960,33525
david,dykes,1/20/1970,52077
margaret,brainerd,9/23/1970,68596
kenneth,diehl,12/26/1954,89820
phillip,morales,5/24/1974,45016
kristi,provost,9/7/1973,23322
patricia,stauffer,7/22/1962,93296
natasha,olivares,8/25/1983,5217
rosalyn,bunch,6/22/1969,3113
tamera,fitch,11/26/1974,99785
debora,wooten,10/13/1945,6691
robert,brockway,10/25/1998,17877
ernest,quandt,4/17/1994,69858
christopher,atkins,5/10/1997,38993
wilma,bolding,10/12/1971,81867
raymond,new,1/18/1980,24908
estella,currey,10/13/1945,24769
kimberly,mooring,1/1/1977,31119
roberto,bayer,9/10/1980,48519
richard,varela,5/10/1959,12513
douglas,davenport,9/24/1952,73008
gregory,gassett,10/23/1959,73866
raymond,loewen,7/25/1960,71384
kelvin,smart,8/1/1938,62032
gladys,sarratt,10/15/1960,34434
henry,trout,6/20/1965,41453
nathaniel,whitacre,2/26/1956,17489
juanita,sperling,10/14/1988,42194
belinda,rountree,4/10/1958,32355
alfred,morales,8/29/1940,9335
frank,harn,9/7/1987,36435
jennifer,small,8/30/1969,28256
francisco,nadeau,10/20/1962,70432
robin,bosch,1/8/1974,31572
shirley,cabrera,3/15/1971,56156
sarah,durst,4/15/1968,40216
josephine,hatfield,8/17/1987,41761
patsy,harnois,8/23/1993,93931
dalton,cyr,4/2/1979,34913
cherise,obando,6/10/1950,88107
diane,wedding,11/27/1943,61888
gertrud,hambly,10/13/1967,1977
pearlie,mcnally,10/29/1954,19527
alfreda,gonzalez,9/26/1996,84021
angie,swank,9/25/1997,81024
carrie,dahlquist,3/19/1966,15685
patricia,sorenson,1/16/1944,12482
michael,bostwick,12/25/1948,63314
wesley,vanzant,3/18/1961,96250
darrel,sauls,3/26/1943,50195
adrienne,inglis,7/24/2002,39493
robert,byers,10/26/1993,42043
elinor,hogg,9/25/1996,98433
regina,spain,3/12/1981,99004
cathryn,walls,10/10/1939,82120
michael,wooten,9/30/1939,78513
patrick,rothermel,12/30/1965,75429
christopher,slocum,6/19/1960,53673
janet,kivi,10/25/1986,49252
william,densmore,1/18/1977,96536
raymond,brummitt,8/4/1994,68793
kenneth,fortenberry,10/22/1940,65115
kimberly,childers,6/14/1938,93852
thelma,gagnon,1/30/1964,74101
bonnie,sisson,1/12/1941,87309
clifford,laporte,1/1/1988,4693
carissa,hammonds,10/27/1995,85209
jasmine,athey,3/27/1995,83903
eric,funk,10/16/1998,50546
kristina,pichardo,8/29/1939,10262
margarette,hammon,8/16/1957,49591
adeline,shiver,5/12/1940,38011
brenda,krauss,10/30/1972,61831
deborah,morin,9/27/1966,1844
johnny,galgano,4/27/1947,14178
nicholas,escobedo,8/23/1939,83683
jonathan,bernier,10/10/1963,56700
leslie,shirk,4/1/1977,21766
louise,brim,2/10/1944,54890
allyson,beaulieu,2/18/1986,27578
desmond,palm,1/19/1963,69716
jeff,pappas,9/27/1944,76165
benjamin,tomlin,8/12/1940,14426
karina,pitts,4/25/1972,40775
charles,reitz,5/16/1967,40491
deborah,partridge,1/19/1965,35866
tyson,house,5/21/1967,29053
teressa,plott,5/27/2001,51448
christopher,hight,8/24/1940,43387
annette,morales,8/4/1986,64975
nicole,partida,10/30/1996,59471
eleanor,riojas,4/2/1958,96621
nicholas,hambright,5/16/1988,69744
kenneth,prill,7/19/1949,62462
jennifer,gamez,5/22/1951,63902
shantell,jorgensen,10/18/1938,21298
deborah,padilla,1/9/1979,48372
valerie,blalock,3/10/1968,80781
glenda,goulet,7/26/1957,46706
theresa,urso,6/26/1998,78474
gilbert,brun,7/19/1937,99146
shawn,huff,4/15/1937,60024
william,doughty,1/12/1970,17437
matthew,bechtel,1/12/1969,75905
johnnie,gills,6/18/1967,43058
gladys,davenport,8/22/1944,3843
clifton,lagunas,4/17/1969,76109
marjorie,peck,8/13/1999,27229
david,dube,1/3/1996,7673
christina,forte,6/21/1964,63393
kenneth,sanborn,9/26/1989,84914
laura,schultz,10/29/1976,69268
judith,schroeder,11/26/1973,91815
luis,lack,4/19/1982,65022
michael,walk,8/16/1972,89769
brian,helm,11/29/1987,24115
henry,pan,7/12/1970,45610
velma,aikens,8/28/1959,49479
margaret,birdsong,2/26/1980,62156
cedric,wolff,4/15/1940,34578
isabel,humphreys,1/10/1943,46968
johnny,brun,9/13/1983,63743
deborah,grullon,5/17/1956,69747
norma,pigg,7/26/1990,12435
andrew,keown,3/15/1995,97391
marilyn,hopkins,10/25/1992,89323
geraldine,catalano,6/22/1955,17645
susan,politte,2/5/1948,91626
richard,vazquez,4/18/1946,6331
michael,rojas,4/23/1995,67130
earnestine,gabler,4/18/1978,9895
arnoldo,gilmartin,12/27/1940,19479
robin,crain,2/10/1961,33286
robert,fife,10/22/1972,21423
michelle,pinter,10/18/1974,16425
francisco,arroyo,2/25/1998,40159
william,babcock,10/10/1968,76985
deborah,huddleston,11/28/1966,48341
phyllis,mahr,12/23/1999,95411
chrystal,peterman,9/27/1940,51676
richard,vigil,2/24/1980,89855
maude,dizon,10/16/1978,76058
samuel,cook,11/24/1998,92597
benjamin,thaler,11/27/1971,38433
shalonda,vickrey,6/24/1986,96942
ronald,fossum,3/24/1972,21399
michelle,mcdonough,10/14/1949,44106
patricia,stump,6/17/1979,23930
suanne,buske,3/1/1967,38811
edward,moors,1/26/1960,10781
yvonne,mcinnis,6/19/1944,97521
louise,hurwitz,3/19/1940,49623
carolyn,feist,11/29/1973,68376
timothy,segura,4/22/1990,36834
maribel,prouty,9/27/1986,98219
timothy,gilley,2/6/1957,3303
steven,barbour,3/1/1997,33326
eugene,bowers,5/31/1952,76363
kevin,perdue,10/10/1999,85252
charles,doolittle,10/25/1954,52613
michael,pesce,6/29/1951,21507
clarence,kimmell,8/26/1983,96197
blanca,kearns,8/19/1985,87574
josephine,pritchard,4/21/1957,1870
sharice,stout,8/26/1990,66325
frank,baca,10/15/1957,10648
micheal,cook,5/16/1969,82448
therese,quick,7/3/1937,53209
kevin,friese,2/28/1976,34458
mavis,lunde,1/18/1963,36593
joseph,geiger,11/26/1976,74955
linda,putt,4/20/1982,26553
warren,grice,7/24/1955,42978
gladys,boothe,8/22/1948,78552
juanita,altman,11/25/1992,78152
raymond,campos,8/10/1981,47228
micheal,kear,4/27/1937,63788
antonio,corbeil,1/4/2001,86027
louisa,rosas,11/30/1948,12267
edward,larimore,8/10/1988,63592
richard,catlett,6/26/1977,23358
lawrence,wages,7/18/1955,63033
gloria,short,1/19/1969,9174
bernice,tejeda,1/28/1970,74961
joseph,cook,9/6/1962,18072
dorothy,seal,3/18/1973,86657
kenneth,poynter,2/1/1955,63638
kathryn,rosales,1/17/1965,21265
steven,parent,7/1/1975,27116
blossom,hancock,3/20/1972,10619
carolyn,leung,2/16/1948,40427
shannon,prins,10/14/1983,30946
johnny,coon,8/30/1965,27190
jasmine,legette,12/27/1976,46679
