uid,identifier
46610,janicewalker8201951
49311,garyellis6181953
91253,williammartin8281967
11349,garysanchez7281952
34332,susankelley1271956
63700,lisalong1281950
54327,yvonnemiles2251950
95997,erintravis4201992
74868,evelynhall7231968
14032,andresinglis12201955
84670,adrianbrooks4261996
8691,rebeccadial121980
68869,braddavis8121983
61964,sherridavis611972
95211,angelamarin8271957
92401,warrengoldston7101995
80540,hollyowens3181995
49744,davidburks1271986
83373,samuelmann1221986
72323,juantate8241992
88633,shirleybrown3251955
57038,deborahsherron2181997
26742,lindaartis8131950
18744,joshbarnett7101952
32275,marydaniels9141980
44925,michaelgray1261937
68130,dannyhooks4271993
97984,josejackson1231970
45540,davidlewis6131970
82250,pattityler8201978
70548,robertbowen9131954
10942,judithwoods4201939
28352,sherryseaton4131989
48837,ericking3241972
40590,mildredbalog1221969
62797,ericahay4221943
68160,meganbrown2141998
26029,michaellowe811968
65211,johncollins251963
83317,sandramaudlin8221991
1767,jamesbrown12261945
85502,raycummings3221948
78480,idalundy10201937
67597,susanhood2281955
88751,johnhicks7241957
87259,johnburgos911972
67201,robinmiller10281973
7010,thelmabaker5251977
9596,michaelmeans121963
68886,randysmith8241994
95824,jeanlewis3211945
93153,granthacker3141960
72068,celinalogan7311955
49779,johnadams7121980
18055,jameswhite12261978
48760,randygreen12261951
90440,evathomas9161982
40528,dorothysanchez5141958
73347,williammattson8131979
34272,jamiebonnell1011965
5037,harlanjones1131994
58313,dalebritton9241996
54622,jamesvega12241958
35397,arthurlopez7161972
8347,annarich1131945
97974,helenguthrie10221969
32898,henrylacy1221988
35084,kevinmarks5201950
72228,brendadrake251964
99372,raymondscott12201995
75066,louisejackson1211990
42369,paulhaynes7291961
81022,patriciasmith3141970
45248,annabissett9131954
18506,robertriley8121953
99429,joanterry4261954
65430,dianajones10241969
16595,amyworthy621958
67734,catherinelewis6151939
20018,sarahbowen1241953
65067,jonheslin3241947
78187,susanhale3292002
21361,kevenblack12161983
68464,chriscole811993
56683,evabivens5291937
49212,annastorrs12271988
14313,soniaramsey2131989
39148,yvonnemorris781938
16882,timothyweaver1281939
35391,williepage12101955
91678,theresawilliams2281994
28018,adachambers3201957
66560,tinacomo12151943
83346,johncash12171984
46440,kristinnichols3291952
50831,davidmurphy2231988
80787,jenniecook411957
62736,dwayneennis7211943
62245,joshuahowe1141963
28521,donnasims8281965
78926,kellyhorton7151998
30635,carlandrews10201973
16672,charleswalker4131945
34602,henryross2211980
19167,christiegorman11271943
42331,mariasalley3251969
29752,francesmiller421985
86451,maryhamilton8211985
27750,mariakeyes6261991
56378,jopearson2181940
58149,dustygray10301997
13718,christamayers4221993
77192,lindasnyder3151940
46398,neilsmith4221983
576,lindabirge2151963
38447,davidmartell12261984
26698,tadwells8221978
62018,johnscott711948
25353,nicolefulton3221962
33604,lindanestor5101997
20809,olaperry4161950
66830,carladavis12231974
70228,jamesstone6171965
38102,stephendouglas2281995
7590,thomaswilson9151982
77380,megantorres911996
12348,kevinshaffer3201955
8089,timothyspence1281979
4929,tamposton11221957
82013,robertshay3151937
40965,berthajackson5201969
27148,jasongill1181977
57360,thomasbarron841998
19643,edwinallen1251964
96105,brandafowler4121938
23999,ireneknowles251965
55271,versieallen911966
65190,rosiehughes1181963
2255,jessewaldron3151963
7961,paulmartinez4221998
34732,janedillon831998
54487,jamesharalson7281950
41402,joanyates1011992
10214,marywilson12171969
60976,dorothyrivera12231943
83495,ellenalton4151993
67861,chasemiller4211963
40698,geraldpreston4221990
33570,alvinday3221959
67021,reysims9271966
72014,davidwhite4271973
9214,opalmartinez12261943
56742,jameskelly1292001
81087,bryanbell6281986
40282,johnsmart7211950
49766,danacarter10311966
1635,evanmiller9242001
62317,cherehinton4261970
11238,maryclausen5201988
89400,helenbaker421957
1386,williambrown4121945
50559,wendymoore7261957
72458,janicemartin6141960
1839,sethmiller8131974
85651,rebeccawoods7161995
69725,sophiaprice12201948
92001,lenaross3171968
21759,johnwooten7251991
59886,carldavis8251983
64612,johnward2211948
95504,bettykilkenny6291968
29967,charlesstaton321954
58686,johnstewart1211948
74794,annieclark8241983
19692,marieladner2231963
23891,jameswoods2201967
30795,maryjohnson11261983
85115,josebrown7301978
90477,arthurlewis5311973
43845,josehudson6241942
57696,janetthomas5241965
99254,johnpowell1181974
65828,dannyallen4271968
55786,ronaldolsen511987
66447,fredbiddle8291944
48905,arthurmiller2261989
39025,patriciabrooks8101984
14403,marybacon311987
23159,williamparker9141955
52006,joellis7121986
2434,marydenny6281969
56673,michaeladame5161952
9356,michaelbrown6281948
8391,debrachappell10171952
47933,janetreaper6271988
54579,sadiehoffman311944
55542,carlolee12251983
12461,archiewilson12311958
86441,wandaperry3141976
89856,debrayoung11221988
17609,marycausey7151998
92572,caseygraves11281995
88415,hildasmith2261968
12632,louismartin2251948
10694,lisabrown1231997
50867,wendymacon4101985
5479,sadewilliams5291996
47018,roydavis3291977
3037,isabellemoore7291937
94915,fannybaker911937
71274,leehall2131964
32970,aliciabrown4161942
63043,sarahlee10231956
66307,ivansmith11271940
83658,jimmygarrison12231983
30245,rosewilson10221954
220,robertwilliams141995
20071,charlestracy8211945
87792,bryanbenson4251986
10147,gaylach1011944
59390,joedeegan7271983
43778,windymiller7261964
86180,jamesbevins8211946
50275,davidmurphy1251938
37747,stevedavis1141985
91568,patriciadoney1221963
78213,patriciahartley3181975
99316,carrolyancey5171938
8876,emilysteger2261985
72194,steveholley3211980
55677,davidthomas8271949
97556,vancemarks6131994
23758,louiserocha1121979
65301,mariesimpson1141956
12919,anitalewis561958
12027,danielleburris8221957
72121,mariahamilton931966
48144,haroldburleson6281940
83633,marianshelton9131958
49823,gailbrown1221961
44676,danielferguson221980
62046,bradylewis2281952
21773,josephwilson3241957
5998,charissascott7141963
13206,anadenis3151978
2849,ellencolson911943
80974,christophermartin11221980
90564,robertsmith3121957
31182,elizabethfite1181959
61744,annbaker8241995
16524,violacoble10241969
56826,lisasmith1181966
86691,verawilson11261957
42778,verahatton2271989
98925,cynthiaminor2201971
24655,bettiemadewell11251998
25250,richardlewis8131989
32975,marythacker2171980
46690,tammygordon2101995
67956,joanroy1221978
8749,jondavis12261950
19947,lilahenry931968
46039,pamelabrown7221984
4543,raymondryles6221964
16211,robertharrell12231997
37026,johnhaynes7161997
94479,willsmith9241938
93638,joanlopez1251989
73389,berthariley181945
60082,robingregson2261998
80582,jameshaskell1121993
3004,mollygrant161972
7884,randywitter1241969
93737,adrianroy2251984
48566,joannhicks12141973
8910,williebarnes7181994
74381,carlosthorne3281991
1652,irmaburke10161938
2080,johnmathews7151973
42543,kathyrubio11271956
32041,danielwilson8301969
4696,mattieperry2271983
30992,josebetts221944
27833,lisapeterson8271958
82513,scottchenault1211970
40447,jameswoods5271941
59726,judycarson8151996
95762,cherylmorgan10171983
4899,stevenbrowning12311990
66445,chadsmith9281943
71370,karimattson6261974
44022,lilachen1261939
62690,angelicawoods3221966
29028,coreyholt12231969
97941,tammyhimes11231959
90457,janiebarton1281967
10487,michaellee5171939
91376,martinlove1211983
98513,stevepayne1161959
65749,stevetorres1251967
6208,davidbaird9171960
16949,adamakers2251981
29868,ryanlee6261943
