GivenName,Surname,Birthday,uid
carlos,mccay,9/16/1967,40689
errol,mass,4/10/1961,61613
leonardo,shearer,4/1/1943,45938
salvatore,calderon,1/24/1968,73963
kathryn,strong,3/24/1942,84042
dona,knipp,1/2/1980,80161
kenneth,fullerton,3/2/1971,37060
jeanette,marmol,8/2/1999,82786
maryann,starks,1/17/1990,34989
lisette,causey,10/10/1958,48402
connie,garber,4/1/1976,94504
connie,squires,8/26/1972,31162
ted,cyr,3/24/1942,33131
martin,poteat,4/1/1978,10379
rosario,stalker,6/19/1943,29767
raymond,cosgrove,7/15/1955,43769
stephanie,velez,5/22/1953,69679
william,riddle,5/20/1955,61222
rodolfo,vargas,12/28/1956,61643
janet,storch,3/23/1997,79287
richard,fomby,7/21/1961,71148
brendan,chestnut,7/26/1937,49381
steve,mccomas,3/18/1996,73858
william,frisbie,7/21/1951,7308
irene,heck,2/16/1998,66028
dorothy,bowers,9/30/1939,51338
jacalyn,peacock,11/24/1974,35939
jennifer,cook,5/23/1994,78201
pamela,meza,10/31/1972,14713
timothy,morin,1/29/1938,42140
carlos,reimer,7/27/1973,72982
william,diebold,7/27/1963,83187
timothy,ledesma,1/17/1976,57229
william,biggs,12/15/1979,65934
harold,soto,7/12/1946,35790
ernest,bonds,1/29/1944,27733
katie,gaskins,8/26/1996,10048
douglas,pitts,11/25/1998,39327
barry,scurlock,7/19/1987,30745
brian,mcguffin,10/31/1956,96059
timothy,aguilera,12/14/1941,99716
clarence,huang,1/23/1970,37572
denise,waldman,9/13/1981,71478
steve,box,7/26/1950,65968
derek,dizon,8/16/1938,20462
martha,winters,8/12/1996,85455
elsie,griggs,10/21/1964,67785
emory,bushey,1/25/1959,8147
randall,fournier,10/25/1959,38368
carissa,hammonds,10/27/1995,85209
eugene,beers,9/20/1974,87921
robert,forsberg,12/29/1986,7273
lois,nold,5/18/1956,95240
kenneth,resler,9/26/1977,20141
frances,mcknight,2/17/1974,90901
shirley,saucier,8/15/1975,8680
eugene,haman,9/22/1990,47615
walter,chumbley,6/14/1954,93491
virginia,esposito,10/20/1984,19036
richard,barrows,8/10/1962,98175
wilbert,manes,9/28/2000,11447
georgia,upchurch,9/16/1971,70302
edward,faulk,1/29/1980,64044
edward,guidry,9/15/1976,85408
charles,goode,10/25/1947,57429
madeline,breit,7/23/1984,67487
joseph,sell,3/14/1987,50490
lawrence,steinberger,12/25/2001,10816
cynthia,rhoden,11/25/1938,99706
carolyn,bergman,2/28/1942,53865
charlene,cummings,5/16/1943,54149
nancy,bruton,8/16/1990,26776
curtis,petri,12/30/1987,88136
hayley,zuniga,11/22/1938,44718
gerald,knotts,9/2/1947,5748
lawrence,naquin,10/28/1986,15782
gladys,hitchcock,12/20/1999,54724
frances,frye,8/23/1953,82698
conrad,cormier,1/23/1977,76385
patricia,sorenson,1/16/1944,12482
david,crouch,4/18/1937,81085
jonathan,babcock,2/19/1997,27104
debroah,hamel,6/2/1999,16013
christian,hirt,4/17/1985,14423
shannon,nordquist,9/7/1979,57507
jimmy,douthitt,7/29/1973,81735
frank,valazquez,5/29/1957,97944
eloisa,meserve,10/2/1979,94833
shalonda,vickrey,6/24/1986,96942
harvey,waguespack,8/22/1971,17945
rodolfo,mccullough,8/22/1987,6294
moses,vigil,5/1/1941,39468
gregory,hatchett,1/26/1991,23767
jennifer,pena,3/29/1958,60720
kenneth,seiler,10/15/1938,30084
booker,vaught,4/23/1937,81920
herbert,jump,10/12/1962,22401
erlinda,cockerham,3/26/1980,93567
irene,schrock,3/24/1988,29341
nicholas,atkins,7/18/1964,60805
jennifer,blais,9/16/1982,70240
mindy,sawyers,1/20/1998,89353
timothy,seal,9/14/1970,61790
jessie,burks,10/30/1948,60193
bobby,gast,3/7/1937,91584
catherine,mcwhorter,6/2/1988,19380
nelson,funk,12/30/1969,84321
kimberly,schloss,4/19/1995,78184
alicia,gooch,1/24/1983,41895
richard,trout,6/4/1966,50114
juanita,lackey,3/17/1998,93169
kristine,baity,10/14/1957,98460
eugenia,barbour,10/12/1938,97385
timothy,manns,6/26/1963,17634
nicholas,coffelt,10/26/1980,91042
robert,pippen,11/22/1971,69600
contessa,patel,6/13/1960,80144
melinda,fritch,10/13/1938,55653
rebecca,occhipinti,7/29/2002,85822
vincent,hayton,7/23/1943,11395
dwayne,adcock,12/18/1994,10153
nicholas,negron,9/18/1993,63561
marilyn,humphries,1/19/1993,13622
belinda,rountree,4/10/1958,32355
ronald,chestnut,7/16/1945,90811
jesus,ball,1/1/2000,2050
debroah,shearer,3/27/1973,10840
hilario,tejeda,2/27/1994,19339
theresa,saucedo,7/16/1953,67045
theodore,sprouse,5/28/1983,27672
phil,mcnutt,9/21/1954,69191
andrea,gagnon,7/13/1939,37067
samuel,felker,3/23/1998,14790
christine,ingraham,9/21/1956,99644
thomas,dardar,3/21/1988,83659
melvin,boucher,2/25/1999,79723
